iso6393,glottocode,aes_status,Wikipedia_Url
hsl,haus1246,not endangered,https://en.wikipedia.org/wiki/Hausa_Sign_Language
hsn,xian1251,not endangered,https://en.wikipedia.org/wiki/Xiang_Chinese
hss,hars1241,shifting,https://en.wikipedia.org/wiki/%E1%B8%A4arsusi_language
hti,hoti1237,extinct,https://en.wikipedia.org/wiki/Hoti_language
hto,mini1256,shifting,https://en.wikipedia.org/wiki/Minica_Huitoto_language
hts,hadz1240,shifting,https://en.wikipedia.org/wiki/Hadza_language
htu,hitu1239,threatened,https://en.wikipedia.org/wiki/Hitu_language
hub,huam1247,shifting,https://en.wikipedia.org/wiki/Huambisa_language
huc,hoaa1235,moribund,https://en.wikipedia.org/wiki/%C7%82%CA%BCAmkoe_language
hud,huau1237,threatened,https://en.wikipedia.org/wiki/Huaulu_language
hue,sanf1258,threatened,
huf,hume1246,not endangered,https://en.wikipedia.org/wiki/Humene_language
hug,huac1244,nearly extinct,https://en.wikipedia.org/wiki/Watipaeri_language
huh,huil1244,moribund,https://en.wikipedia.org/wiki/Huilliche_language
hui,huli1244,not endangered,https://en.wikipedia.org/wiki/Huli_language
huj,nort1545,not endangered,
huk,hulu1246,extinct,https://en.wikipedia.org/wiki/Hulung_language
hul,hula1239,not endangered,
hum,hung1278,threatened,https://en.wikipedia.org/wiki/Hungana_language
hun,hung1274,not endangered,https://en.wikipedia.org/wiki/Hungarian_language
huo,huuu1240,shifting,https://en.wikipedia.org/wiki/Hu_language
hup,hupa1239,nearly extinct,https://en.wikipedia.org/wiki/Hupa_language
huq,tsat1238,shifting,https://en.wikipedia.org/wiki/Tsat_language
hur,halk1245,moribund,https://en.wikipedia.org/wiki/Halkomelem
hus,huas1242,shifting,https://en.wikipedia.org/wiki/Huastec_language
hut,huml1238,shifting,
huu,muru1274,shifting,https://en.wikipedia.org/wiki/Murui_Huitoto_language
huv,sanm1287,threatened,
huw,huku1237,extinct,https://en.wikipedia.org/wiki/Hukumina_language
hux,nupo1240,moribund,https://en.wikipedia.org/wiki/N%C3%BCpode_Huitoto_language
huy,hula1244,shifting,https://en.wikipedia.org/wiki/Trans-Zab_Jewish_Neo-Aramaic
huz,hunz1247,shifting,https://en.wikipedia.org/wiki/Hunzib_language
hvc,hait1241,extinct,https://en.wikipedia.org/wiki/Haitian_Vodoun_Culture_Language
hve,sand1278,threatened,
hvk,have1241,shifting,https://en.wikipedia.org/wiki/Haveke_language
hvn,sabu1255,not endangered,https://en.wikipedia.org/wiki/Hawu_language
hvv,sant1422,threatened,
hwa,wane1242,threatened,https://en.wikipedia.org/wiki/Wan%C3%A9_language
hwc,hawa1247,not endangered,https://en.wikipedia.org/wiki/Hawaiian_Pidgin
hwo,hwan1240,not endangered,https://en.wikipedia.org/wiki/Hwana_language
hya,hyaa1239,moribund,https://en.wikipedia.org/wiki/Hya_language
hye,nucl1235,not endangered,https://en.wikipedia.org/wiki/Armenian_language
hyw,homs1234,threatened,https://en.wikipedia.org/wiki/Homshetsi_dialect
iai,iaai1238,threatened,https://en.wikipedia.org/wiki/Iaai_language
ian,iatm1242,shifting,https://en.wikipedia.org/wiki/Iatm%C3%BCl_language
iar,pura1257,shifting,https://en.wikipedia.org/wiki/Purari_language
iba,iban1264,not endangered,https://en.wikipedia.org/wiki/Iban_language
ibb,ibib1240,not endangered,https://en.wikipedia.org/wiki/Ibibio_language
ibd,iwai1244,shifting,https://en.wikipedia.org/wiki/Iwaidja_language
ibe,akpe1248,shifting,https://en.wikipedia.org/wiki/Akpes_language
ibg,iban1267,not endangered,https://en.wikipedia.org/wiki/Ibanag_language
ibh,biha1246,nearly extinct,
ibl,ibal1244,not endangered,https://en.wikipedia.org/wiki/Ibaloi_language
ibm,agoi1246,not endangered,https://en.wikipedia.org/wiki/Agoi_language
ibn,ibin1241,shifting,https://en.wikipedia.org/wiki/Ibino_language
ibo,nucl1417,not endangered,https://en.wikipedia.org/wiki/Igbo_language
ibr,ibuo1242,shifting,https://en.wikipedia.org/wiki/Ibuoro_language
ibu,ibuu1240,moribund,
iby,iban1261,threatened,
ica,edei1246,not endangered,
ich,etky1238,not endangered,https://en.wikipedia.org/wiki/Etkywan_language
icl,icel1236,not endangered,https://en.wikipedia.org/wiki/Icelandic_Sign_Language
icr,sana1297,threatened,https://en.wikipedia.org/wiki/San_Andr%C3%A9s%E2%80%93Providencia_Creole
ida,idak1243,not endangered,https://en.wikipedia.org/wiki/Idaxo-Isuxa-Tiriki_language
idb,dama1278,threatened,https://en.wikipedia.org/wiki/Daman_and_Diu_Portuguese_Creole
idc,idon1238,shifting,https://en.wikipedia.org/wiki/Idon_language
idd,edei1244,not endangered,
ide,ider1238,not endangered,https://en.wikipedia.org/wiki/Idere_language
idi,idii1243,not endangered,https://en.wikipedia.org/wiki/Idi_language
idr,indr1247,moribund,https://en.wikipedia.org/wiki/Indri_language
ids,ides1238,nearly extinct,https://en.wikipedia.org/wiki/Idesa_language
idt,idat1237,threatened,
idu,idom1241,not endangered,https://en.wikipedia.org/wiki/Idoma_language
ifa,amga1235,not endangered,
ifb,bata1298,not endangered,
ife,ifee1241,not endangered,https://en.wikipedia.org/wiki/If%C3%A8_language
iff,ifoo1237,extinct,https://en.wikipedia.org/wiki/Utaha_language
ifk,tuwa1243,not endangered,https://en.wikipedia.org/wiki/Tuwali_language
ifm,teke1274,threatened,https://en.wikipedia.org/wiki/Fuumu_language
ifu,mayo1262,not endangered,
ify,kele1259,not endangered,
igb,ebir1243,not endangered,https://en.wikipedia.org/wiki/Ebira_language
ige,iged1239,not endangered,https://en.wikipedia.org/wiki/Igede_language
igg,igan1243,shifting,https://en.wikipedia.org/wiki/Igana_language
igl,igal1242,not endangered,https://en.wikipedia.org/wiki/Igala_language
igm,kang1291,shifting,https://en.wikipedia.org/wiki/Kanggape_language
ign,igna1246,shifting,
igo,iseb1246,not endangered,https://en.wikipedia.org/wiki/Isebe_language
igw,igwe1238,not endangered,https://en.wikipedia.org/wiki/Igwe_language
ihb,ihab1241,extinct,
ihi,ihie1238,not endangered,https://en.wikipedia.org/wiki/Ihievbe_language
ihp,ihaa1241,threatened,https://en.wikipedia.org/wiki/Iha_language
ihw,gana1268,extinct,
iii,sich1238,not endangered,https://en.wikipedia.org/wiki/Nuosu_language
iin,thii1234,extinct,
ijc,izon1238,not endangered,https://en.wikipedia.org/wiki/Izon_language
ije,bise1238,shifting,https://en.wikipedia.org/wiki/Biseni_language
ijj,edei1245,not endangered,
ijn,kala1381,not endangered,https://en.wikipedia.org/wiki/Kalabari_language
ijs,sout2774,threatened,https://en.wikipedia.org/wiki/Southeast_Ijo
ike,east2534,threatened,
iki,ikoo1245,not endangered,https://en.wikipedia.org/wiki/Iko_language
ikk,ikaa1238,not endangered,https://en.wikipedia.org/wiki/Ika_language_(Nigeria)
ikl,ikul1238,not endangered,https://en.wikipedia.org/wiki/Kulu_language
iko,olul1245,threatened,https://en.wikipedia.org/wiki/Ikom_language
ikp,ikpe1243,not endangered,https://en.wikipedia.org/wiki/Ikpeshi_language
ikr,ikar1243,extinct,https://en.wikipedia.org/wiki/Ikarranggal_language
iks,inui1247,moribund,https://en.wikipedia.org/wiki/Inuit_Sign_Language
ikt,west2618,threatened,https://en.wikipedia.org/wiki/Inuvialuktun
ikv,ikug1238,not endangered,https://en.wikipedia.org/wiki/Iku_language
ikw,ikwe1242,not endangered,https://en.wikipedia.org/wiki/Ikwerre_language
ikx,ikkk1242,threatened,https://en.wikipedia.org/wiki/Ik_language
ikz,ikiz1238,not endangered,https://en.wikipedia.org/wiki/Ikizu_language
ila,ilea1237,threatened,https://en.wikipedia.org/wiki/Ile_Ape_language
ilb,ilaa1246,not endangered,https://en.wikipedia.org/wiki/Ila_language
ilg,gari1253,extinct,https://en.wikipedia.org/wiki/Ilgar_language
ili,ilit1241,nearly extinct,https://en.wikipedia.org/wiki/Ili_Turki_language
ilk,ilon1239,threatened,https://en.wikipedia.org/wiki/Bugkalot_language
ilm,saba1284,threatened,
ilo,ilok1237,not endangered,https://en.wikipedia.org/wiki/Ilocano_language
ils,inte1259,extinct,https://en.wikipedia.org/wiki/International_Sign
ilu,iliu1237,threatened,
ilv,ilue1241,shifting,https://en.wikipedia.org/wiki/Ilue_language
ima,mala1457,not endangered,https://en.wikipedia.org/wiki/Mala_Malasar_language
imi,anam1248,not endangered,https://en.wikipedia.org/wiki/Anamgura_language
iml,milu1241,extinct,https://en.wikipedia.org/wiki/Miluk_language
imn,imon1245,shifting,https://en.wikipedia.org/wiki/Imonda_language
imo,imbo1238,not endangered,
imr,imro1237,shifting,https://en.wikipedia.org/wiki/Imroing_language
imy,mily1238,extinct,https://en.wikipedia.org/wiki/Milyan_language
ina,inte1239,N/A,https://en.wikipedia.org/wiki/Interlingua
inb,inga1252,shifting,https://en.wikipedia.org/wiki/Inga_Kichwa
ind,indo1316,not endangered,https://en.wikipedia.org/wiki/Indonesian_language
ing,dege1248,moribund,https://en.wikipedia.org/wiki/Deg_Xinag_language
inh,ingu1240,threatened,https://en.wikipedia.org/wiki/Ingush_language
inj,jung1240,shifting,
inl,indo1291,shifting,
inm,mina1279,extinct,https://en.wikipedia.org/wiki/Minaean_language
inn,isin1239,nearly extinct,https://en.wikipedia.org/wiki/Isinai_language
ino,inok1238,not endangered,https://en.wikipedia.org/wiki/Inoke_language
inp,inap1242,nearly extinct,https://en.wikipedia.org/wiki/I%C3%B1apari_language
ins,indi1237,not endangered,https://en.wikipedia.org/wiki/Indo-Pakistani_Sign_Language
int,inth1238,not endangered,https://en.wikipedia.org/wiki/Intha-Danu_language
inz,ines1240,extinct,
ior,inor1238,not endangered,https://en.wikipedia.org/wiki/Inor_language
iou,tuma1250,not endangered,https://en.wikipedia.org/wiki/Tuma-Irumu_language
iow,iowa1245,extinct,https://en.wikipedia.org/wiki/Chiwere_language
ipi,ipil1240,not endangered,https://en.wikipedia.org/wiki/Ipili_language
ipo,ipik1244,shifting,https://en.wikipedia.org/wiki/Ipiko_language
iqu,iqui1243,nearly extinct,https://en.wikipedia.org/wiki/Iquito_language
ire,ires1239,shifting,https://en.wikipedia.org/wiki/Yeresiam_language
irh,irar1238,threatened,https://en.wikipedia.org/wiki/Irarutu_language
iri,irig1241,threatened,https://en.wikipedia.org/wiki/Rigwe_language
irk,iraq1241,not endangered,https://en.wikipedia.org/wiki/Iraqw_language
irn,iran1263,moribund,https://en.wikipedia.org/wiki/Irantxe_language
irr,irrr1240,not endangered,
iru,irul1243,shifting,https://en.wikipedia.org/wiki/Irula_language
irx,kamb1302,shifting,https://en.wikipedia.org/wiki/Kamberau_language
iry,iray1237,threatened,https://en.wikipedia.org/wiki/Iraya_language
isa,isab1240,threatened,https://en.wikipedia.org/wiki/Isabi_language
isc,isco1239,nearly extinct,https://en.wikipedia.org/wiki/Iskonawa_language
isd,isna1241,not endangered,https://en.wikipedia.org/wiki/Isnag_language
ise,ital1275,not endangered,https://en.wikipedia.org/wiki/Italian_Sign_Language
isg,iris1235,not endangered,https://en.wikipedia.org/wiki/Irish_Sign_Language
ish,esan1238,not endangered,https://en.wikipedia.org/wiki/Esan_language
isi,nkem1242,not endangered,https://en.wikipedia.org/wiki/Nkem-Nkum_language
isk,ishk1246,shifting,
isl,icel1247,not endangered,https://en.wikipedia.org/wiki/Icelandic_language
ism,masi1265,moribund,https://en.wikipedia.org/wiki/Masimasi_language
isn,isan1243,threatened,https://en.wikipedia.org/wiki/Isanzu_language
iso,isok1239,not endangered,https://en.wikipedia.org/wiki/Isoko_language
isr,isra1236,not endangered,https://en.wikipedia.org/wiki/Israeli_Sign_Language
ist,istr1244,moribund,https://en.wikipedia.org/wiki/Istriot_language
isu,isum1240,threatened,https://en.wikipedia.org/wiki/Isu_language
ita,ital1282,not endangered,https://en.wikipedia.org/wiki/Italian_language
itb,bino1237,not endangered,
itd,sout3241,not endangered,https://en.wikipedia.org/wiki/Nonukan_Tidong_language
ite,iten1243,moribund,https://en.wikipedia.org/wiki/Itene_language
iti,inla1260,threatened,
itk,jude1255,moribund,https://en.wikipedia.org/wiki/Judeo-Italian_languages
itl,itel1242,moribund,https://en.wikipedia.org/wiki/Itelmen_language
itm,itum1245,shifting,
ito,iton1250,nearly extinct,https://en.wikipedia.org/wiki/Itonama_language
itr,iter1241,shifting,https://en.wikipedia.org/wiki/Iteri_language
its,isek1239,not endangered,https://en.wikipedia.org/wiki/Itsekiri_language
itt,maen1235,not endangered,
itv,itaw1240,not endangered,https://en.wikipedia.org/wiki/Itawis_language
itw,itoo1242,not endangered,
itx,itik1240,moribund,https://en.wikipedia.org/wiki/Itik_language
ity,moya1235,not endangered,
itz,itza1241,moribund,https://en.wikipedia.org/wiki/Itza%CA%BC_language
ium,iumi1238,not endangered,https://en.wikipedia.org/wiki/Iu_Mien_language
ivb,ibat1238,threatened,
ivv,ivat1242,not endangered,https://en.wikipedia.org/wiki/Ivatan_language
iwk,iwak1237,threatened,https://en.wikipedia.org/wiki/Iwaak_language
iwm,iwam1256,shifting,https://en.wikipedia.org/wiki/Iwam_language
iwo,iwur1240,shifting,https://en.wikipedia.org/wiki/Iwur_language
iws,sepi1255,shifting,https://en.wikipedia.org/wiki/Sepik_Iwam_language
ixc,ixca1245,nearly extinct,https://en.wikipedia.org/wiki/Ixcatec_language
ixl,ixil1251,threatened,https://en.wikipedia.org/wiki/Ixil_language
iya,iyay1238,not endangered,https://en.wikipedia.org/wiki/Iyayu_language
iyo,mesa1245,not endangered,https://en.wikipedia.org/wiki/Mesaka_language
iyx,yaka1274,not endangered,
izh,ingr1248,moribund,https://en.wikipedia.org/wiki/Ingrian_language
izr,izer1241,threatened,https://en.wikipedia.org/wiki/Izere_language
izz,izii1239,not endangered,https://en.wikipedia.org/wiki/Izi_language
jaa,jama1261,shifting,https://en.wikipedia.org/wiki/Mad%C3%AD_language
jab,hyam1245,not endangered,https://en.wikipedia.org/wiki/Hyam_language
jac,popt1235,threatened,https://en.wikipedia.org/wiki/Jakaltek_language
jad,jaha1245,not endangered,https://en.wikipedia.org/wiki/Jahanka_language
jae,yabe1254,threatened,https://en.wikipedia.org/wiki/Yabem_language
jaf,jara1274,not endangered,https://en.wikipedia.org/wiki/Jara_language
jah,jahh1242,shifting,https://en.wikipedia.org/wiki/Jah_Hut_language
jaj,zaza1245,nearly extinct,https://en.wikipedia.org/wiki/Zazao_language
jak,jaku1244,threatened,https://en.wikipedia.org/wiki/Jakun_language
jal,yala1266,shifting,https://en.wikipedia.org/wiki/Yalahatan_language
jam,jama1262,not endangered,https://en.wikipedia.org/wiki/Jamaican_Patois
jan,jand1248,extinct,https://en.wikipedia.org/wiki/Janday_language
jao,yany1243,moribund,https://en.wikipedia.org/wiki/Yanyuwa_language
jaq,yaqa1246,threatened,https://en.wikipedia.org/wiki/Yaqay_language
jas,newc1244,shifting,
jat,jaka1245,extinct,https://en.wikipedia.org/wiki/Inku_language
jau,yaur1239,shifting,https://en.wikipedia.org/wiki/Yaur_language
jav,java1254,not endangered,https://en.wikipedia.org/wiki/Javanese_language
jax,jamb1236,not endangered,https://en.wikipedia.org/wiki/Jambi_Malay
jay,yann1237,shifting,https://en.wikipedia.org/wiki/Nhangu_language
jaz,jawe1237,threatened,https://en.wikipedia.org/wiki/Jawe_language
jbe,jude1262,moribund,https://en.wikipedia.org/wiki/Judeo-Berber_language
jbi,badj1244,extinct,https://en.wikipedia.org/wiki/Badjiri_language
jbj,aran1237,threatened,https://en.wikipedia.org/wiki/Dombano_language
jbk,bari1298,not endangered,
jbn,nafu1238,moribund,https://en.wikipedia.org/wiki/Nafusi_language
jbr,jofo1235,threatened,https://en.wikipedia.org/wiki/Jofotek-Bromnya_language
jbt,djeo1235,moribund,https://en.wikipedia.org/wiki/Djeoromitx%C3%AD_language
jbu,juku1254,not endangered,https://en.wikipedia.org/wiki/Jukun_Takum_language
jbw,yawi1239,extinct,
jcs,jama1256,shifting,https://en.wikipedia.org/wiki/Jamaican_Country_Sign_Language
jct,krym1236,nearly extinct,https://en.wikipedia.org/wiki/Krymchak_language
jda,jadd1243,shifting,https://en.wikipedia.org/wiki/Jad_language
jdg,jadg1238,not endangered,https://en.wikipedia.org/wiki/Jadgali_language
jdt,jude1256,threatened,https://en.wikipedia.org/wiki/Judeo-Tat
jeb,jebe1250,nearly extinct,https://en.wikipedia.org/wiki/Jebero_language
jee,jeru1240,shifting,https://en.wikipedia.org/wiki/Jerung_language
jeh,jehh1245,not endangered,https://en.wikipedia.org/wiki/Jeh_language
jei,yeii1239,shifting,https://en.wikipedia.org/wiki/Yei_language
jek,jeri1242,moribund,
jel,yelm1242,moribund,https://en.wikipedia.org/wiki/Yelmek_language
jen,dzaa1238,threatened,https://en.wikipedia.org/wiki/Jen_language
jer,jere1244,not endangered,https://en.wikipedia.org/wiki/Zele_language
jet,mane1266,shifting,https://en.wikipedia.org/wiki/Manem_language
jeu,jonk1238,shifting,https://en.wikipedia.org/wiki/Jonkor_language
jgb,ngbe1238,extinct,https://en.wikipedia.org/wiki/Ngbee_language
jge,jude1258,not endangered,https://en.wikipedia.org/wiki/Judaeo-Georgian
jgo,ngom1272,not endangered,https://en.wikipedia.org/wiki/Ngomba_language
jhi,jeha1242,shifting,https://en.wikipedia.org/wiki/Jahai_language
jhs,jhan1234,not endangered,https://en.wikipedia.org/wiki/Jhankot_Sign_Language
jia,jina1244,threatened,https://en.wikipedia.org/wiki/Jina_language
jib,jibu1239,not endangered,https://en.wikipedia.org/wiki/Jibu_language
jic,toll1241,shifting,https://en.wikipedia.org/wiki/Tol_language
jid,buuu1244,shifting,https://en.wikipedia.org/wiki/Bu_language
jie,jilb1238,shifting,https://en.wikipedia.org/wiki/Jilbe_language
jig,djin1251,moribund,https://en.wikipedia.org/wiki/Jingulu_language
jih,shan1274,threatened,
jii,jiid1238,threatened,https://en.wikipedia.org/wiki/Jiiddu_language
jil,jili1241,not endangered,https://en.wikipedia.org/wiki/Jilim_language
jim,jimi1254,shifting,https://en.wikipedia.org/wiki/Jimi_language_(Cameroon)
jio,jiam1236,not endangered,https://en.wikipedia.org/wiki/Jiamao_language
jiq,guan1266,not endangered,https://en.wikipedia.org/wiki/Khroskyabs_language
jit,jita1239,not endangered,https://en.wikipedia.org/wiki/Jita_language
jiu,youl1235,moribund,
jiv,shua1257,threatened,https://en.wikipedia.org/wiki/Shuar_language
jiy,buyu1238,shifting,
jje,jeju1234,shifting,https://en.wikipedia.org/wiki/Jeju_language
jjr,bank1257,not endangered,
jka,kaer1234,threatened,https://en.wikipedia.org/wiki/Kaera_language
jkm,mobw1234,threatened,
jko,kubo1242,not endangered,https://en.wikipedia.org/wiki/Kubo_language
jkp,paku1238,not endangered,
jkr,koro1316,shifting,https://en.wikipedia.org/wiki/Koro_language_(India)
jku,labi1245,threatened,https://en.wikipedia.org/wiki/Labir_language
jle,ngil1242,threatened,https://en.wikipedia.org/wiki/Ngile_language
jls,jama1263,not endangered,https://en.wikipedia.org/wiki/Jamaican_Sign_Language
jma,dima1252,not endangered,https://en.wikipedia.org/wiki/Dima_language
jmb,zumb1240,not endangered,https://en.wikipedia.org/wiki/Zumbun_language
jmc,mach1266,not endangered,
jmd,yamd1240,threatened,https://en.wikipedia.org/wiki/Yamdena_language
jmi,jimi1255,moribund,https://en.wikipedia.org/wiki/Jimi_language_(Nigeria)
jml,juml1238,not endangered,https://en.wikipedia.org/wiki/Jumli_language
jmn,maku1273,not endangered,https://en.wikipedia.org/wiki/Makury_language
jmr,kama1357,threatened,https://en.wikipedia.org/wiki/Kamara_language
jms,mash1269,threatened,
jmw,mouw1234,not endangered,
jmx,west2643,threatened,
jna,jang1254,shifting,
jnd,jand1246,not endangered,https://en.wikipedia.org/wiki/Jandavra_language
jng,yang1288,extinct,
jni,janj1240,shifting,https://en.wikipedia.org/wiki/Janji_language
jnj,yems1235,shifting,https://en.wikipedia.org/wiki/Yem_language
jnl,rawa1264,shifting,https://en.wikipedia.org/wiki/Rawat_language
jns,jaun1243,threatened,https://en.wikipedia.org/wiki/Jaunsari_language
job,joba1238,threatened,
jod,woje1238,not endangered,
jor,jora1240,extinct,https://en.wikipedia.org/wiki/Jor%C3%A1_language
jos,jord1238,not endangered,https://en.wikipedia.org/wiki/Levantine_Arabic_Sign_Language
jow,jowu1238,not endangered,https://en.wikipedia.org/wiki/Jowulu_language
jpn,nucl1643,not endangered,https://en.wikipedia.org/wiki/Japanese_language
jpr,jude1257,extinct,https://en.wikipedia.org/wiki/Judeo-Persian
jqr,jaqa1244,moribund,https://en.wikipedia.org/wiki/Jaqaru_language
jra,jara1266,not endangered,https://en.wikipedia.org/wiki/Jarai_language
jrr,jiru1238,not endangered,https://en.wikipedia.org/wiki/Jiru_language
jrt,jort1240,threatened,https://en.wikipedia.org/wiki/Chakato_language
jru,japr1238,moribund,https://en.wikipedia.org/wiki/Japreria_language
jsl,japa1238,not endangered,https://en.wikipedia.org/wiki/Japanese_Sign_Language
jua,juma1249,nearly extinct,
jub,wann1241,not endangered,https://en.wikipedia.org/wiki/Wannu_language
juc,jurc1239,extinct,https://en.wikipedia.org/wiki/Jurchen_language
jud,woro1256,not endangered,
juh,hone1235,moribund,https://en.wikipedia.org/wiki/H%C3%B5ne_language
jui,ngad1257,extinct,https://en.wikipedia.org/wiki/Ngadjuri_language
juk,wapa1235,not endangered,https://en.wikipedia.org/wiki/Wapan_language
jul,jire1238,shifting,https://en.wikipedia.org/wiki/Jirel_language
jum,jumj1238,not endangered,
jun,juan1238,threatened,https://en.wikipedia.org/wiki/Juang_language
juo,jiba1237,shifting,https://en.wikipedia.org/wiki/Jiba_language
jup,hupd1244,not endangered,https://en.wikipedia.org/wiki/Hup_language
jur,juru1256,shifting,https://en.wikipedia.org/wiki/Juruna_language
jus,juml1239,threatened,https://en.wikipedia.org/wiki/Jumla_Sign_Language
jut,juti1236,shifting,https://en.wikipedia.org/wiki/Jutlandic_dialect
juu,juuu1243,shifting,https://en.wikipedia.org/wiki/Ju_language_(Chadic)
juw,waph1238,shifting,https://en.wikipedia.org/wiki/W%C3%A3pha_language
juy,jura1242,moribund,https://en.wikipedia.org/wiki/Juray_language
jvd,javi1237,extinct,https://en.wikipedia.org/wiki/Javindo
jvn,cari1276,not endangered,
jwi,jwir1241,not endangered,https://en.wikipedia.org/wiki/Jwira-Pepesa_language
jye,jude1267,threatened,https://en.wikipedia.org/wiki/Judeo-Yemeni_Arabic
jyy,jaya1242,shifting,https://en.wikipedia.org/wiki/Jaya_language
kaa,kara1467,not endangered,https://en.wikipedia.org/wiki/Karakalpak_language
kab,kaby1243,threatened,https://en.wikipedia.org/wiki/Kabyle_language
kac,kach1280,not endangered,https://en.wikipedia.org/wiki/Jingpho_language
kad,kada1284,not endangered,https://en.wikipedia.org/wiki/Adara_language
kae,keta1243,extinct,https://en.wikipedia.org/wiki/Luilang_language
kaf,kats1235,shifting,https://en.wikipedia.org/wiki/Katso_language
kag,kaja1250,threatened,https://en.wikipedia.org/wiki/Kajaman_language
kah,kara1482,shifting,https://en.wikipedia.org/wiki/Fer_language
kai,kare1348,not endangered,https://en.wikipedia.org/wiki/Karai-Karai_(language)
kaj,jjuu1238,not endangered,https://en.wikipedia.org/wiki/Jju_language
kak,ahin1234,not endangered,
kal,kala1399,threatened,https://en.wikipedia.org/wiki/Greenlandic_language
kam,kamb1297,not endangered,https://en.wikipedia.org/wiki/Kamba_language
kan,nucl1305,not endangered,https://en.wikipedia.org/wiki/Kannada
kao,xaas1235,not endangered,https://en.wikipedia.org/wiki/Kassonke_language
kap,bezh1248,shifting,https://en.wikipedia.org/wiki/Bezhta_language
kaq,capa1241,moribund,https://en.wikipedia.org/wiki/Capanahua_language
kas,kash1277,not endangered,https://en.wikipedia.org/wiki/Kashmiri_language
kat,nucl1302,not endangered,https://en.wikipedia.org/wiki/Georgian_language
kav,nucl1668,extinct,https://en.wikipedia.org/wiki/Katuk%C3%ADna_language
kaw,kawi1241,extinct,https://en.wikipedia.org/wiki/Kawi_language
kax,kaoo1238,shifting,
kay,kama1373,shifting,https://en.wikipedia.org/wiki/Kamayur%C3%A1_language
kaz,kaza1248,not endangered,https://en.wikipedia.org/wiki/Kazakh_language
kba,kala1379,extinct,https://en.wikipedia.org/wiki/Galaagu_language
kbb,kaxu1237,moribund,
kbc,kadi1248,shifting,https://en.wikipedia.org/wiki/Kadiweu_language
kbd,kaba1278,threatened,https://en.wikipedia.org/wiki/Kabardian_language
kbe,kanj1260,extinct,
kbg,kham1283,shifting,
kbh,cams1241,shifting,https://en.wikipedia.org/wiki/Cams%C3%A1_language
kbi,kapt1235,moribund,https://en.wikipedia.org/wiki/Kaptiau_language
kbj,kari1306,shifting,https://en.wikipedia.org/wiki/Kari_language
kbk,gras1249,shifting,https://en.wikipedia.org/wiki/Grass_Koiari_language
kbl,kane1243,not endangered,https://en.wikipedia.org/wiki/Kanembu_language
kbm,iwal1237,not endangered,https://en.wikipedia.org/wiki/Iwal_language
kbn,kare1338,not endangered,https://en.wikipedia.org/wiki/Kare_language_(Adamawa)
kbo,keli1248,not endangered,https://en.wikipedia.org/wiki/Kaliko_language
kbp,kabi1261,not endangered,https://en.wikipedia.org/wiki/Kabiye_language
kbq,kama1370,threatened,https://en.wikipedia.org/wiki/Kamano_language
kbr,kafa1242,not endangered,https://en.wikipedia.org/wiki/Kafa_language
kbs,kand1300,moribund,https://en.wikipedia.org/wiki/Kande_language
kbt,abad1241,not endangered,https://en.wikipedia.org/wiki/Abadi_language
kbu,kabu1254,threatened,
kbv,dera1245,shifting,https://en.wikipedia.org/wiki/Dera_language
kbw,kaie1237,shifting,https://en.wikipedia.org/wiki/Kaiep_language
kbx,apma1241,shifting,https://en.wikipedia.org/wiki/Kambot_language
kby,mang1399,not endangered,
kbz,duhw1236,threatened,https://en.wikipedia.org/wiki/Duhwa_language
kca,khan1273,shifting,https://en.wikipedia.org/wiki/Khanty_language
kcb,kawa1276,moribund,https://en.wikipedia.org/wiki/Kawacha_language
kcc,lubi1238,not endangered,https://en.wikipedia.org/wiki/Lubila_language
kcd,ngka1235,shifting,
kce,kaiv1238,shifting,https://en.wikipedia.org/wiki/Kaivi_language
kcf,ukaa1243,not endangered,https://en.wikipedia.org/wiki/Ukaan_language
kcg,tyap1238,not endangered,https://en.wikipedia.org/wiki/Tyap_language
kch,vono1238,threatened,https://en.wikipedia.org/wiki/Vono_language
kci,kama1358,not endangered,https://en.wikipedia.org/wiki/Kamantan_language
kcj,kobi1241,shifting,https://en.wikipedia.org/wiki/Kobiana_language
kck,kala1384,not endangered,https://en.wikipedia.org/wiki/Kalanga_language
kcl,kela1255,threatened,https://en.wikipedia.org/wiki/Kala_language
kcm,gula1266,not endangered,https://en.wikipedia.org/wiki/Tar_Gula_language
kcn,nubi1253,shifting,https://en.wikipedia.org/wiki/Nubi_language
kco,kina1251,shifting,https://en.wikipedia.org/wiki/Kinalakna_language
kcp,kang1288,shifting,https://en.wikipedia.org/wiki/Kanga_language
kcq,kamo1254,not endangered,https://en.wikipedia.org/wiki/Kamo_language
kcr,katl1237,threatened,https://en.wikipedia.org/wiki/Katla_language
kcs,koen1239,shifting,https://en.wikipedia.org/wiki/Koenoem_language
kct,kaia1245,shifting,https://en.wikipedia.org/wiki/Kaian_language
kcu,kami1256,moribund,https://en.wikipedia.org/wiki/Kami_language_(Tanzania)
kcv,kete1252,not endangered,https://en.wikipedia.org/wiki/Kete_language
kcw,kabw1242,not endangered,https://en.wikipedia.org/wiki/Kabwari_language
kcx,kach1284,shifting,https://en.wikipedia.org/wiki/Kachama-Ganjule_language
kcy,kora1291,shifting,https://en.wikipedia.org/wiki/Korandje_language
kcz,kono1265,threatened,
kda,wori1245,extinct,https://en.wikipedia.org/wiki/Worimi_language
