,iso6393,glottocode,aes_status
923,brl,birw1238,threatened
924,brm,bara1361,threatened
925,brn,boru1252,extinct
926,bro,brok1249,shifting
927,brp,bara1375,threatened
928,brq,brer1240,shifting
929,brr,bira1254,not endangered
930,brs,bara1371,shifting
931,brt,bita1251,not endangered
932,bru,east2332,threatened
933,brv,west2397,threatened
934,brw,bell1261,shifting
935,brx,bodo1269,threatened
936,bry,buru1309,shifting
937,brz,bilb1241,threatened
938,bsa,abin1243,nearly extinct
939,bsb,brun1245,not endangered
940,bsc,bass1258,threatened
941,bse,wush1238,not endangered
942,bsf,bauc1238,threatened
943,bsg,bash1263,shifting
944,bsh,kati1270,shifting
945,bsi,bass1260,not endangered
946,bsj,bang1348,not endangered
947,bsk,buru1296,shifting
948,bsl,basa1280,extinct
949,bsm,busa1254,threatened
950,bsn,bara1380,shifting
951,bso,buso1242,moribund
952,bsp,baga1272,shifting
953,bsq,nucl1418,not endangered
954,bsr,bass1259,extinct
955,bss,akoo1248,not endangered
956,bst,bask1236,threatened
957,bsu,baho1237,shifting
958,bsv,baga1274,extinct
959,bsw,bais1246,shifting
960,bsx,yang1290,nearly extinct
961,bsy,saba1267,threatened
962,bta,bata1314,not endangered
963,btc,bati1251,shifting
964,btd,bata1294,threatened
965,bte,gamo1241,extinct
966,btf,birg1239,not endangered
967,btg,gagn1235,not endangered
968,bth,biat1246,threatened
969,bti,bura1276,shifting
970,btj,baca1243,nearly extinct
971,btm,bata1291,threatened
972,btn,rata1245,extinct
973,bto,irig1242,not endangered
974,btp,budi1249,shifting
975,btq,bate1262,shifting
976,btr,baet1237,not endangered
977,bts,bata1288,not endangered
978,btt,bete1262,not endangered
979,btu,batu1255,not endangered
980,btv,bate1261,threatened
981,btw,butu1244,shifting
982,btx,bata1293,threatened
983,bty,bobo1254,threatened
984,btz,bata1292,not endangered
985,bub,buaa1245,not endangered
986,buc,bush1250,threatened
987,bud,ntch1242,not endangered
988,bue,beot1247,extinct
989,buf,bush1247,not endangered
990,bug,bugi1244,not endangered
991,buh,youn1235,shifting
992,bui,bong1284,not endangered
993,buj,basa1281,threatened
994,buk,buga1250,shifting
995,bul,bulg1262,not endangered
996,bum,bulu1251,not endangered
997,bun,sher1258,not endangered
998,buo,tere1278,not endangered
999,bup,buso1238,shifting
1000,buq,brem1238,threatened
1001,bus,boko1267,not endangered
1002,but,bung1270,shifting
1003,buu,budu1250,not endangered
1004,buv,bunn1240,shifting
1005,buw,bubi1250,threatened
1006,bux,bogh1241,not endangered
1007,buy,bull1247,moribund
1008,buz,bukw1238,threatened
1009,bva,bare1279,shifting
1010,bvb,bube1242,moribund
1011,bvc,bael1237,not endangered
1012,bvd,baeg1237,not endangered
1013,bve,bera1262,threatened
1014,bvf,boor1242,moribund
1015,bvg,bonk1243,threatened
1016,bvh,bure1242,nearly extinct
1017,bvi,bela1255,not endangered
1018,bvj,baan1241,shifting
1019,bvk,buka1261,threatened
1020,bvl,boli1236,shifting
1021,bvm,bamu1256,not endangered
1022,bvn,buna1277,shifting
1023,bvo,bolg1251,not endangered
1024,bvp,buma1247,shifting
1025,bvq,birr1240,shifting
1026,bvr,bura1267,shifting
1027,bvt,bati1253,shifting
1028,bvu,buki1247,not endangered
1029,bvv,bani1254,extinct
1030,bvw,boga1251,not endangered
1031,bvx,dibo1245,shifting
1032,bvy,bayb1234,not endangered
1033,bvz,bauz1241,not endangered
1034,bwa,bwat1240,shifting
1035,bwb,namo1248,not endangered
1036,bwc,bwil1245,threatened
1037,bwd,bwai1242,not endangered
1038,bwe,bwek1238,threatened
1039,bwf,bose1237,shifting
1040,bwg,barw1243,threatened
1041,bwh,bish1246,extinct
1042,bwi,bani1255,shifting
1043,bwj,laal1241,not endangered
1044,bwk,bauw1240,not endangered
1045,bwl,bwel1238,not endangered
1046,bwm,biwa1243,shifting
1047,bwn,wuna1248,shifting
1048,bwo,boro1277,shifting
1049,bwp,mand1445,threatened
1050,bwq,sout2840,not endangered
1051,bwr,bura1292,threatened
1052,bws,bomb1262,not endangered
1053,bwt,bafa1247,not endangered
1054,bwu,buli1254,not endangered
1055,bww,bwaa1238,not endangered
1056,bwx,buna1273,threatened
1057,bwy,cwib1235,not endangered
1058,bwz,bwis1242,shifting
1059,bxa,baur1252,not endangered
1060,bxb,bela1256,shifting
1061,bxc,mole1238,threatened
1062,bxd,pela1242,threatened
1063,bxe,bira1253,nearly extinct
1064,bxf,bilu1244,not endangered
1065,bxg,bang1353,not endangered
1066,bxh,buhu1237,not endangered
1067,bxi,pirl1238,extinct
1068,bxj,bayu1240,extinct
1069,bxk,buku1249,not endangered
1070,bxl,jalk1242,shifting
1071,bxm,mong1330,threatened
1072,bxn,burd1238,extinct
1073,bxo,bari1241,extinct
1074,bxp,bebi1242,not endangered
1075,bxq,beel1236,extinct
1076,bxr,russ1264,shifting
1077,bxs,busa1251,threatened
1078,bxu,chin1476,threatened
1079,bxv,bera1261,extinct
1080,bxw,bank1258,shifting
1081,bxz,bina1275,not endangered
1082,bya,bata1301,shifting
1083,byb,biky1238,extinct
1084,byc,ubag1245,not endangered
1085,byd,beny1237,not endangered
1086,bye,pouy1238,shifting
1087,byf,bete1261,moribund
1088,byg,bayg1239,extinct
1089,byh,bujh1238,threatened
1090,byi,buyu1239,not endangered
1091,byj,bina1270,shifting
1092,byk,biao1253,not endangered
1093,byl,bayo1260,threatened
1094,bym,bidy1243,extinct
1095,byn,bili1260,threatened
1096,byo,biyo1243,not endangered
1097,byp,buma1244,not endangered
1098,byq,basa1287,extinct
1099,byr,baru1267,not endangered
1100,bys,bura1271,not endangered
1101,byt,bert1249,extinct
1102,byv,medu1238,not endangered
1103,byw,belh1239,moribund
1104,byx,qaqe1238,shifting
1105,byz,bana1292,shifting
1106,bza,band1352,not endangered
1107,bzb,andi1257,shifting
1108,bzc,sout2920,not endangered
1109,bzd,brib1243,shifting
1110,bze,jena1242,not endangered
1111,bzf,boik1241,threatened
1112,bzg,babu1240,extinct
1113,bzh,mapo1242,threatened
1114,bzi,bisu1244,shifting
1115,bzj,beli1260,shifting
1116,bzk,nica1252,threatened
1117,bzl,boan1243,shifting
1118,bzm,bolo1263,shifting
1119,bzn,boan1242,shifting
1120,bzo,boza1238,not endangered
1121,bzp,kemb1235,threatened
1122,bzq,buli1255,threatened
1123,bzr,biri1256,extinct
1124,bzs,braz1236,not endangered
1125,bzu,burm1264,shifting
1126,bzv,bebe1250,not endangered
1127,bzw,basa1282,not endangered
1128,bzx,hain1253,not endangered
1129,bzy,oban1244,not endangered
1130,bzz,evan1238,threatened
1131,caa,chor1273,shifting
1132,cab,gari1256,not endangered
1133,cac,chuj1250,threatened
1134,cad,cadd1256,nearly extinct
1135,cae,leha1242,shifting
1136,caf,sout2958,moribund
1137,cag,niva1238,shifting
1138,cah,cahu1268,extinct
1139,caj,chan1322,extinct
1140,cak,kaqc1270,threatened
1141,cal,caro1242,shifting
1142,cam,cemu1238,threatened
1143,can,cham1313,shifting
1144,cao,chac1251,threatened
1145,cap,chip1262,shifting
1146,caq,carn1240,threatened
1147,car,gali1262,shifting
1148,cas,mose1249,threatened
1149,cat,stan1289,threatened
1150,cav,cavi1250,shifting
1151,caw,call1235,extinct
1152,cax,chiq1248,shifting
1153,cay,cayu1261,moribund
1154,caz,cani1243,extinct
1155,cbb,cabi1241,shifting
1156,cbc,cara1272,shifting
1157,cbd,cari1279,nearly extinct
1158,cbg,chim1309,shifting
1159,cbi,chac1249,shifting
1160,cbj,edec1238,not endangered
1161,cbk,chav1241,threatened
1162,cbl,bual1235,not endangered
1163,cbn,nyah1250,shifting
1164,cbo,izor1238,shifting
1165,cbq,cuba1236,threatened
1166,cbr,cash1251,shifting
1167,cbs,cash1254,shifting
1168,cbt,chay1248,threatened
1169,cbu,cand1248,threatened
1170,cbv,cacu1241,shifting
1171,cbw,kina1252,not endangered
1172,cby,cara1245,threatened
1173,ccc,cham1318,extinct
1174,ccd,cafu1238,nearly extinct
1175,cce,chop1243,not endangered
1176,ccg,samb1311,not endangered
1177,cch,atsa1241,not endangered
1178,ccj,kasa1248,nearly extinct
1179,ccl,cutc1238,threatened
1180,ccm,mala1482,moribund
1181,cco,coma1246,threatened
1182,ccp,chak1266,not endangered
1183,ccr,caca1247,extinct
1184,cda,chon1285,not endangered
1185,cde,chen1255,not endangered
1186,cdf,chir1283,shifting
1187,cdh,cham1307,not endangered
1188,cdi,chod1238,not endangered
1189,cdj,chur1258,not endangered
1190,cdm,chep1245,threatened
1191,cdn,chau1259,shifting
1192,cdo,mind1253,not endangered
1193,cdr,cind1241,not endangered
1194,cds,chad1238,not endangered
1195,cdy,chad1240,threatened
1196,cdz,koda1236,threatened
1197,cea,lowe1427,extinct
1198,ceb,cebu1242,not endangered
1199,ceg,cham1315,shifting
1200,cek,east2779,not endangered
1201,cen,cenn1238,not endangered
1202,ces,czec1258,not endangered
1203,cet,cent2045,extinct
1204,cfa,diji1241,not endangered
1205,cfd,cara1270,shifting
1206,cfg,como1258,not endangered
1207,cfm,fala1243,threatened
1208,cga,chan1319,shifting
1209,cgc,kaga1256,not endangered
1210,cgg,chig1238,not endangered
1211,cgk,choc1275,threatened
1212,cha,cham1312,shifting
1213,chb,chib1270,extinct
1214,chc,cata1286,extinct
1215,chd,high1242,shifting
1216,che,chec1245,threatened
1217,chf,taba1266,threatened
1218,chg,chag1247,extinct
1219,chh,chin1286,extinct
1220,chj,ojit1237,threatened
1221,chk,chuu1238,not endangered
1222,chl,cahu1264,moribund
1223,chn,chin1272,extinct
1224,cho,choc1276,threatened
1225,chp,chip1261,shifting
1226,chq,quio1240,threatened
1227,chr,cher1273,shifting
1228,cht,chol1284,extinct
1229,chu,chur1257,extinct
1230,chv,chuv1255,threatened
1231,chw,chuw1238,not endangered
1232,chx,chan1310,shifting
1233,chy,chey1247,shifting
1234,chz,ozum1235,shifting
1235,cia,ciac1237,threatened
1236,cib,cigb1235,not endangered
1237,cic,chic1270,shifting
1238,cid,chim1301,extinct
1239,cie,cine1238,threatened
1240,cih,chin1475,threatened
1241,cik,chit1279,not endangered
1242,cim,cimb1238,shifting
1243,cin,cint1239,shifting
1244,cip,chia1262,extinct
1245,cir,tiri1258,shifting
1246,ciw,chip1241,shifting
1247,ciy,chai1253,extinct
1248,cja,west2650,threatened
1249,cje,chru1239,shifting
1250,cjh,uppe1439,extinct
1251,cji,cham1309,shifting
1252,cjk,chok1245,not endangered
1253,cjm,east2563,threatened
1254,cjn,chen1259,shifting
1255,cjo,ashe1273,shifting
1256,cjp,cabe1245,shifting
1257,cjs,shor1247,moribund
1258,cjv,chua1250,not endangered
1259,cjy,jiny1235,not endangered
1260,ckb,cent1972,not endangered
1261,ckh,chak1270,threatened
1262,ckl,ciba1236,not endangered
1263,ckn,kaan1248,not endangered
1264,cko,anuf1239,not endangered
1265,ckq,kaja1254,not endangered
1266,ckr,kair1267,not endangered
1267,cks,tayo1238,shifting
1268,ckt,chuk1273,shifting
1269,cku,koas1236,moribund
1270,ckv,kava1241,nearly extinct
1271,ckx,caka1240,threatened
1272,cky,cakf1236,not endangered
1273,ckz,cakc1235,shifting
1274,cla,ronn1241,not endangered
1275,clc,chil1280,moribund
1276,cld,chal1275,shifting
1277,cle,leal1235,threatened
1278,clh,chil1275,shifting
1279,cli,chak1271,shifting
1280,clk,idum1241,shifting
1281,cll,chal1269,shifting
1282,clm,clal1241,extinct
1283,clo,lowl1260,moribund
1284,clt,laut1236,not endangered
1285,clu,calu1238,not endangered
1286,clw,chul1246,moribund
1287,cly,east2558,not endangered
1288,cma,maaa1253,not endangered
1289,cme,cerm1238,not endangered
1290,cmi,embe1262,threatened
1291,cml,camp1262,threatened
1292,cmn,mand1415,not endangered
1293,cmo,cent1992,threatened
1294,cmr,mroc1235,threatened
1295,cms,mess1244,extinct
1296,cmt,camt1236,extinct
1297,cna,chan1309,threatened
1298,cnb,chin1478,not endangered
1299,cnc,coon1239,moribund
1300,cng,nort2722,shifting
1301,cnh,haka1240,shifting
1302,cni,asha1243,threatened
1303,cnk,khum1248,not endangered
1304,cnl,lala1270,threatened
1305,cno,cona1234,threatened
1306,cnp,nort3268,not endangered
1307,cns,cent2117,threatened
1308,cnt,tepe1279,shifting
1309,cnu,chen1266,threatened
1310,cnw,ngaw1239,not endangered
1311,coa,coco1260,threatened
1312,cob,chic1271,extinct
1313,coc,coco1261,shifting
1314,cod,coca1259,nearly extinct
1315,coe,kore1283,shifting
1316,cof,colo1256,shifting
1317,cog,chon1284,moribund
1318,coh,chon1287,not endangered
1319,coj,coch1272,extinct
1320,cok,sant1424,shifting
1321,col,colu1241,nearly extinct
1322,com,coma1245,moribund
1323,con,cofa1242,threatened
1324,coo,como1259,nearly extinct
1325,cop,copt1239,extinct
1326,coq,coqu1236,extinct
1327,cor,corn1251,extinct
1328,cos,cors1241,not endangered
1329,cot,caqu1242,threatened
1330,cou,wame1240,threatened
1331,cov,caom1238,not endangered
1332,cow,cowl1242,extinct
1333,cox,nant1250,threatened
1334,coz,choc1279,shifting
1335,cpa,pala1351,threatened
1336,cpb,ucay1237,shifting
1337,cpc,ajyi1238,shifting
1338,cpg,capp1239,shifting
1339,cpi,chin1253,shifting
1340,cpn,cher1271,not endangered
1341,cpo,kpee1234,threatened
1342,cps,capi1239,not endangered
1343,cpu,pich1237,shifting
1344,cpx,puxi1243,not endangered
1345,cpy,sout3127,shifting
1346,cqd,chua1256,not endangered
1347,cra,char1269,shifting
1348,crb,isla1278,extinct
1349,crc,lonw1238,shifting
1350,crd,coeu1236,nearly extinct
1351,crf,cara1271,extinct
1352,crg,mich1243,moribund
1353,crh,crim1257,threatened
1354,cri,saot1239,shifting
1355,crj,sout2978,threatened
1356,crk,plai1258,moribund
1357,crl,nort1552,threatened
1358,crm,moos1236,threatened
1359,crn,elna1235,shifting
1360,cro,crow1244,shifting
1361,crq,iyow1239,shifting
1362,crr,caro1243,extinct
1363,crs,sese1246,not endangered
1364,crt,iyoj1235,shifting
1365,crv,chau1258,shifting
1366,crw,chra1242,threatened
1367,crx,carr1249,moribund
1368,cry,cori1240,not endangered
1369,crz,cruz1243,extinct
1370,csa,chil1282,threatened
1371,csb,kash1274,threatened
1372,csc,cata1241,threatened
1373,csd,chia1237,nearly extinct
1374,cse,czec1253,threatened
1375,csf,cuba1235,not endangered
1376,csg,chil1264,threatened
1377,csh,asho1236,not endangered
1378,csi,coas1301,extinct
1379,csk,jola1262,threatened
1380,csl,chin1283,not endangered
1381,csm,cent2140,moribund
1382,csn,colo1249,threatened
1383,cso,soch1239,shifting
1384,csp,sout3250,not endangered
1385,csq,croa1242,not endangered
1386,csr,cost1249,not endangered
1387,css,muts1243,extinct
1388,cst,nort2969,extinct
1389,csv,sumt1234,not endangered
1390,csw,swam1239,threatened
1391,csy,siyi1240,not endangered
1392,csz,coos1249,extinct
1393,cta,tata1258,threatened
1394,ctc,chet1237,extinct
1395,ctd,tedi1235,not endangered
1396,cte,tepi1241,threatened
1397,ctg,chit1275,not endangered
1398,ctl,tlac1239,shifting
1399,ctm,chit1248,extinct
1400,ctn,chhi1245,shifting
1401,cto,embe1260,threatened
1402,ctp,west2644,threatened
1403,cts,nort2883,not endangered
1404,ctt,waya1264,moribund
1405,ctu,chol1282,not endangered
1406,ctz,zaca1242,shifting
1407,cua,cuaa1241,threatened
1408,cub,cube1242,shifting
1409,cuc,usil1237,shifting
1410,cuh,chuk1274,not endangered
1411,cui,cuib1242,shifting
1412,cuj,mash1270,threatened
1413,cuk,sanb1242,threatened
1414,cul,culi1244,shifting
1415,cuo,cuma1240,extinct
1416,cup,cupe1243,extinct
1417,cuq,cunn1236,moribund
1418,cur,chhu1238,shifting
1419,cut,teut1235,shifting
1420,cuu,taiy1242,not endangered
1421,cuv,cuvo1236,not endangered
1422,cuw,chuk1270,nearly extinct
1423,cux,tepe1280,shifting
1424,cuy,cuit1236,extinct
1425,cvg,chug1252,threatened
1426,cvn,vall1253,shifting
1427,cwa,kabw1241,shifting
1428,cwb,main1272,threatened
1429,cwd,wood1236,threatened
1430,cwe,kwer1261,threatened
1431,cwg,chew1245,moribund
1432,cwt,kuwa1246,shifting
1433,cya,nopa1235,not endangered
1434,cyb,cayu1262,extinct
1435,cym,wels1247,threatened
1436,cyo,cuyo1237,not endangered
1437,czh,huiz1242,not endangered
1438,czn,zenz1235,not endangered
1439,czo,minz1235,not endangered
1440,czt,zotu1235,not endangered
1441,daa,dang1274,threatened
1442,dac,damb1246,threatened
1443,dad,mari1428,not endangered
1444,dae,duup1238,not endangered
1445,dag,dagb1246,not endangered
1446,dah,gwah1244,not endangered
1447,dai,dayy1236,not endangered
1448,daj,darf1239,not endangered
1449,dak,dako1258,shifting
1450,dal,daha1245,shifting
1451,dam,dama1268,extinct
1452,dan,dani1285,not endangered
1453,dao,daai1236,not endangered
1454,daq,dand1238,not endangered
1455,dar,darg1241,threatened
1456,das,daho1238,shifting
1457,dau,dars1235,shifting
1458,dav,tait1250,not endangered
1459,daw,dava1245,not endangered
1460,dax,dayi1244,nearly extinct
1461,daz,daoo1238,shifting
1462,dba,bang1363,shifting
1463,dbb,deno1239,shifting
1464,dbd,dadi1249,not endangered
1465,dbe,dabe1239,shifting
1466,dbf,edop1238,threatened
1467,dbg,dogu1235,threatened
1468,dbi,doka1242,threatened
1469,dbj,idaa1241,threatened
1470,dbl,dyir1250,nearly extinct
1471,dbm,dugu1249,shifting
1472,dbn,duri1243,moribund
1473,dbo,dulb1238,extinct
1474,dbp,duwa1244,not endangered
1475,dbq,nucl1683,threatened
1476,dbr,daba1260,threatened
1477,dbt,bent1238,shifting
1478,dbu,bond1248,threatened
1479,dbv,dung1254,shifting
1480,dbw,bank1259,shifting
1481,dby,dibi1240,shifting
1482,dcc,decc1239,not endangered
1483,dcr,nege1244,extinct
1484,ddd,dong1294,threatened
1485,dde,doon1238,not endangered
1486,ddg,fata1247,not endangered
1487,ddi,diod1237,not endangered
1488,ddj,jaru1254,shifting
1489,ddn,dend1243,not endangered
1490,ddo,dido1241,shifting
1491,ddr,dhud1236,extinct
1492,dds,donn1239,not endangered
1493,ddw,dawe1237,shifting
1494,dec,dagi1241,not endangered
1495,ded,dedu1240,not endangered
1496,dee,dewo1238,shifting
1497,def,dezf1238,nearly extinct
1498,deg,dege1246,not endangered
1499,deh,dehw1238,not endangered
1500,dei,demi1242,shifting
1501,dek,dekk1240,threatened
1502,dem,demm1245,shifting
1503,dep,pidg1246,extinct
1504,deq,dend1242,not endangered
1505,der,deor1238,shifting
1506,des,desa1247,shifting
1507,deu,stan1295,not endangered
1508,dev,domu1246,not endangered
1509,dez,deng1250,not endangered
1510,dga,sout2789,not endangered
1511,dgb,buno1241,shifting
1512,dgc,casi1235,shifting
1513,dgd,daga1272,not endangered
1514,dge,dege1247,threatened
1515,dgg,doga1238,shifting
1516,dgh,dghw1239,not endangered
1517,dgi,nort2780,not endangered
1518,dgk,dagb1248,not endangered
1519,dgl,dong1288,threatened
1520,dgn,dago1245,extinct
1521,dgo,dogr1250,not endangered
1522,dgr,dogr1252,shifting
1523,dgs,dogo1294,not endangered
1524,dgw,daun1234,extinct
1525,dgx,dogh1241,threatened
1526,dgz,daga1275,not endangered
1527,dhd,dhun1238,not endangered
1528,dhg,dhan1270,shifting
1529,dhi,dhim1246,shifting
1530,dhl,dhal1245,nearly extinct
1531,dhm,zemb1238,threatened
1532,dhn,dhan1264,not endangered
1533,dho,dhod1238,not endangered
1534,dhr,dhar1247,extinct
1535,dhs,dhai1238,shifting
1536,dhu,dhur1239,extinct
1537,dhv,dehu1237,not endangered
1538,dhw,koch1253,shifting
1539,dia,diaa1238,shifting
1540,dib,sout2833,not endangered
1541,dic,lako1244,not endangered
1542,did,didi1258,not endangered
1543,dif,dier1241,moribund
1544,dig,digo1243,not endangered
1545,dih,kumi1248,shifting
1546,dii,dimb1238,shifting
1547,dij,daii1240,threatened
1548,dik,sout2832,not endangered
1549,dil,dill1242,shifting
1550,dim,dime1235,shifting
1551,dio,dibo1247,not endangered
1552,dip,nort2815,not endangered
1553,diq,diml1238,threatened
