,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
443,Canela,"Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Timbira, Canela-Krahô, Canela","Macro-Jê, Jê, Cerrado, Jê of Goyaz, Northern Jê, Timbira, Canela-Krahô, Canela",ram,cane1242title  Canela-Krahô,"2,500 ",Maranhão,Unknown,Unknown,https://en.wikipedia.org/wiki/Kanela_language
444,Canichana,"Tequiraca–Canichana,Canichana","Tequiraca–Canichana,Canichana",caz,cani1243,Uknown,Beni Department, Bolivia,Unknown,https://en.wikipedia.org/wiki/Canichana_language
445,Cantonese,"Sino-Tibetan, Sinitic, Chinese, Yue, Yuehai, Cantonese","Sino-Tibetan, Sinitic, Chinese, Yue, Yuehai, Cantonese",yuetitle  (superset for all Yue dialects),cant1236,Uknown,"Guangdong, eastern Guangxi", Hong Kong Macau,Unknown,https://en.wikipedia.org/wiki/Cantonese
446,Cape_Verde,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cape_Verde
447,Cappadocian,"Indo-European, Hellenic, Attic, –, Ionic, , Cappadocian","Indo-European, Hellenic, Attic, –, Ionic, , Cappadocian",cpg,capp1239,"2,800 ","Greece, originally Cappadocia (modern-day Central Turkey)",Unknown,Unknown,https://en.wikipedia.org/wiki/Cappadocian_Greek
448,Caquinte,"Arawakan, Southern, Campa, Ashaninka, Caquinte","Arawakan, Southern, Campa, Ashaninka, Caquinte",cot,caqu1242,500 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Caquinte_language
449,Cara%C8%99-Severin_County,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cara%C8%99-Severin_County
450,Cara%C8%99ova,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cara%C8%99ova
451,Carapano,"Tucanoan, Eastern, Central, Tatuyo–Carapano, Carapano","Tucanoan, Eastern, Central, Tatuyo–Carapano, Carapano",cbc,cara1272,500 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Carapana_language
452,Carian_alphabets,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Carian_alphabets
453,Carib,"Cariban, GuiaUknown Carib, Carib","Cariban, GuiaUknown Carib, Carib",car,gali1262,"8,600 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Galibi_language
454,Carib,"Cariban, GuiaUknown Carib, Carib","Cariban, GuiaUknown Carib, Carib",car,gali1262,"8,600 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kari%27%C3%B1a_language
455,Cashibo,"Panoan, Mainline Panoan, Cashibo","Panoan, Mainline Panoan, Cashibo",cbr,cash1251,"1,200 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kashibo_language
456,Castile_and_Le%C3%B3n,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Castile_and_Le%C3%B3n
457,Catalan,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, , Gallo-Romance, a, Occitano-Romance, a, Catalan","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, , Gallo-Romance, a, Occitano-Romance, a, Catalan",cat,stan1289,L1: 4.1 million ,Southern Europe,"AndorraItaly
Alghero, Sardinia
Spain

Balearic Islands
Catalonia
Valencian Community (as Valencian)
","France
Northern Catalonia, Occitania
Spain

La Franja, Aragon
Carche, Region of Murcia (as Valencian)
",https://en.wikipedia.org/wiki/Catalan_language
458,Catalonia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Catalonia
459,Catanduanes,Uknown,Uknown,Not provided,,Uknown,Bicol Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Catanduanes
460,Catawba,"Siouan, Catawban (Eastern Siouan), Catawba","Siouan, Catawban (Eastern Siouan), Catawba",chc,cata1286,Uknown,South Carolina,Unknown,Unknown,https://en.wikipedia.org/wiki/Catawba_language
461,Caucasus,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Caucasus
462,Cawishana,"Arawakan, Northern, Upper Amazon, Manao, Cawishana","Arawakan, Northern, Upper Amazon, Manao, Cawishana",Nonetitle (titlemistitle),kais1242,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kaix%C3%A1na_language
463,Cawishana,"Arawakan, Northern, Upper Amazon, Manao, Cawishana","Arawakan, Northern, Upper Amazon, Manao, Cawishana",Nonetitle (titlemistitle),kais1242,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kaixana_language
464,Cayubaba,Language isolate,Language isolate,cyb,cayu1262,0 ,Beni Department, Bolivia,Unknown,https://en.wikipedia.org/wiki/Cayuvava_language
465,Cayuga,"Iroquoian, Northern, Lake Iroquoian, Five Nations, Cayuga","Iroquoian, Northern, Lake Iroquoian, Five Nations, Cayuga",cay,cayu1261,<55 in Canada ,Ontario: Six Nations of the Grand River First Nation; New York (state): Cattaraugus Reservation,Unknown,Unknown,https://en.wikipedia.org/wiki/Cayuga_language
466,Cayuga_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cayuga_people
467,Cayuse,Unclassified,Unclassified,xcy,cayu1241,Uknown,Oregon,Unknown,Unknown,https://en.wikipedia.org/wiki/Cayuse_language
468,Cebuano,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bisayan, Cebuano","Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bisayan, Cebuano",ceb,cebu1242,20 million ,"Central Visayas, eastern Negros, western parts of Eastern Visayas, and most parts of Mindanao",Unknown,Regional language in the Philippines,https://en.wikipedia.org/wiki/Cebuano_language
469,Central Alaskan Yupik,"Eskaleut, Eskimo, Yupik, Central Alaskan Yupik","Eskaleut, Eskimo, Yupik, Central Alaskan Yupik",esu,cent2127,"19,750 ",western and southwestern Alaska, Alaska,Unknown,https://en.wikipedia.org/wiki/Central_Alaskan_Yup%27ik_language
470,Central Bikol,"Austronesian, Malayo-Polynesian, Philippine, Central Philippine, Bikol languages, Coastal Bikol, Central Bikol","Austronesian, Malayo-Polynesian, Philippine, Central Philippine, Bikol languages, Coastal Bikol, Central Bikol",bcl,cent2087,Uknown,Bicol,Unknown,Regional language in the Philippines,https://en.wikipedia.org/wiki/Central_Bikol_language
471,Central Cagayan Agta,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Gaddangic, Central Cagayan Agta","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Gaddangic, Central Cagayan Agta",agt,cent2084,780 ,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Cagayan_Agta_language
472,Central Min,"Sino-Tibetan, Sinitic, Chinese, Min, Inland Min, Central Min","Sino-Tibetan, Sinitic, Chinese, Min, Inland Min, Central Min",czo,minz1235,3.65 million ,"Yong'an, Sanming",Unknown,Unknown,https://en.wikipedia.org/wiki/Min_Zhong
473,Central Otomi,"Oto-Manguean, Oto-Pamean, Otomian, Southwestern, Central Otomi","Oto-Manguean, Oto-Pamean, Otomian, Southwestern, Central Otomi",ots,esta1236,"20,000 ","State of Mexico, Michoacán",Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Otomi
474,Central Pomo,"Hokan,Pomoan, Western, Southern, Central Pomo","Hokan,Pomoan, Western, Southern, Central Pomo",poo,cent2138,Uknown,Northern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Pomo_language
475,Central Siberian Yupik,"Eskaleut, Eskimo, Yupik, Central Siberian Yupik","Eskaleut, Eskimo, Yupik, Central Siberian Yupik",esstitle title(Central Siberian Yupik)title[4],cent2128title  titleCentral Siberian Yupik,"• 400-750 in United States[1]• 172-1,200 in Russia ","Chukchi Peninsula (Chukotka, Russia), Bering Strait region, St. Lawrence Island","
Chukchi Peninsula, Russia.
Alaska, USA.
",Unknown,https://en.wikipedia.org/wiki/Central_Siberian_Yupik_language
476,Central Sierra Miwok,"Yok-Utian, Utian, Miwokan, Eastern, Sierra Miwok, Central Sierra Miwok","Yok-Utian, Utian, Miwokan, Eastern, Sierra Miwok, Central Sierra Miwok",csm,cent2140,Uknown,California,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Sierra_Miwok
477,Central Tibetan,"Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Variously:titlebodtitle – titleLhasa Tibetantitledretitle – Dolpotitlehuttitle – Humla, Limititlelhmtitle – Lhomi (Shing Saapa)titlemuktitle – titleMugomtitle (Mugu)titlektetitle – titleNubrititleolatitle – Walungge (Gola)titleloytitle – Lowa/Loke (Mustang)titletcntitle – titleTichurong",tibe1272title  Tibetantitlesout3216title  South-Western Tibetic (partial match)titlebasu1243title  Basum,Uknown,Tibet Autonomous Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Tibetan
478,Central Tibetan,"Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Variously:titlebodtitle – titleLhasa Tibetantitledretitle – Dolpotitlehuttitle – Humla, Limititlelhmtitle – Lhomi (Shing Saapa)titlemuktitle – titleMugomtitle (Mugu)titlektetitle – titleNubrititleolatitle – Walungge (Gola)titleloytitle – Lowa/Loke (Mustang)titletcntitle – titleTichurong",tibe1272title  Tibetantitlesout3216title  South-Western Tibetic (partial match)titlebasu1243title  Basum,Uknown,Tibet Autonomous Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Dolpo_language
479,Central Tibetan,"Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Variously:titlebodtitle – titleLhasa Tibetantitledretitle – Dolpotitlehuttitle – Humla, Limititlelhmtitle – Lhomi (Shing Saapa)titlemuktitle – titleMugomtitle (Mugu)titlektetitle – titleNubrititleolatitle – Walungge (Gola)titleloytitle – Lowa/Loke (Mustang)titletcntitle – titleTichurong",tibe1272title  Tibetantitlesout3216title  South-Western Tibetic (partial match)titlebasu1243title  Basum,Uknown,Tibet Autonomous Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Limirong_language
480,Central Tibetan,"Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Variously:titlebodtitle – titleLhasa Tibetantitledretitle – Dolpotitlehuttitle – Humla, Limititlelhmtitle – Lhomi (Shing Saapa)titlemuktitle – titleMugomtitle (Mugu)titlektetitle – titleNubrititleolatitle – Walungge (Gola)titleloytitle – Lowa/Loke (Mustang)titletcntitle – titleTichurong",tibe1272title  Tibetantitlesout3216title  South-Western Tibetic (partial match)titlebasu1243title  Basum,Uknown,Tibet Autonomous Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Loke_language
481,Central Tibetan,"Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Sino-Tibetan, Tibeto-Burman, Tibeto-Kanauri,  Bodish, Tibetic, Central Tibetan","Variously:titlebodtitle – titleLhasa Tibetantitledretitle – Dolpotitlehuttitle – Humla, Limititlelhmtitle – Lhomi (Shing Saapa)titlemuktitle – titleMugomtitle (Mugu)titlektetitle – titleNubrititleolatitle – Walungge (Gola)titleloytitle – Lowa/Loke (Mustang)titletcntitle – titleTichurong",tibe1272title  Tibetantitlesout3216title  South-Western Tibetic (partial match)titlebasu1243title  Basum,Uknown,Tibet Autonomous Region,Unknown,Unknown,https://en.wikipedia.org/wiki/Shingsaba_language
482,Central_Africa,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Africa
483,Central_Asia,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Asia
484,Central_Province_(Kenya),Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Province_(Kenya)
485,Central_Visayas,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Visayas
486,Cerro Xinolatépetl Totonac,"Totozoquean, \xa, Totonacan, Totonac, Central, Northern, Cerro Xinolatépetl Totonac","Totozoquean, \xa, Totonacan, Totonac, Central, Northern, Cerro Xinolatépetl Totonac",tqt,west1511,"1,600 ",Puebla,Unknown,Unknown,https://en.wikipedia.org/wiki/Ozomatl%C3%A1n_Totonac
487,Chachapoyas Quechua,"Quechua, Quechua II, Northern, Lowland Peruvian, Chachapoyas Quechua","Quechua, Quechua II, Northern, Lowland Peruvian, Chachapoyas Quechua",quk,chac1250,"7,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chachapoyas_Quechua
488,Chad,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chad
489,Chakma,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Chakma","Indo-European, Indo-Iranian, Indo-Aryan, Eastern, Bengali–Assamese, Chakma",ccp,chak1266,"483,299 in Bangladesh ","Chittagong Hill TractsCADC, MizoramTripuraArunachal Pradesh",Unknown,Unknown,https://en.wikipedia.org/wiki/Chakma_language
490,Chakma_Autonomous_District_Council,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chakma_Autonomous_District_Council
491,Chakpa,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho–Luish, Luish, Chakpa","Sino-Tibetan, Tibeto-Burman, Sal, Jingpho–Luish, Luish, Chakpa",–,andr1245,Uknown,Manipur,Unknown,Unknown,https://en.wikipedia.org/wiki/Andro_language
492,Chakpa,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho–Luish, Luish, Chakpa","Sino-Tibetan, Tibeto-Burman, Sal, Jingpho–Luish, Luish, Chakpa",–,andr1245,Uknown,Manipur,Unknown,Unknown,https://en.wikipedia.org/wiki/Chakpa_language
493,Cham,"Austronesian, Malayo-Polynesian, Chamic, Coastal, Cham","Austronesian, Malayo-Polynesian, Chamic, Coastal, Cham",Either:titlecjatitle – Western Chamtitlecjmtitle – Eastern Cham,cham1328,"490,000 ",Mainland Southeast Asia,Unknown, Vietnam Cambodia,https://en.wikipedia.org/wiki/Cham_language
494,Chamacoco,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chamacoco
495,Chamalal,"Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Chamalal","Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Chamalal",cji,cham1309,500 ,Southwestern Dagestan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Chamalal_language
496,Chambeali,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Chambeali","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Chambeali",cdh,cham1307,"126,000 ",Himachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Chambeali
497,Chamicuro,"Arawakan, Southern, Western, Chamicuro","Arawakan, Southern, Western, Chamicuro",ccc,cham1318,Uknown,Pampa Hermosa,Unknown,Unknown,https://en.wikipedia.org/wiki/Chamicuro_language
498,Chamling,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central Kiranti, Southern, Chamling","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central Kiranti, Southern, Chamling",rab,caml1239,"77,000 in Nepal ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chamling_language
499,Chamoru,"Austronesian, Malayo-Polynesian, Chamoru","Austronesian, Malayo-Polynesian, Chamoru",cha,cham1312,"58,000 ",, Guam   Northern Mariana Islands,Unknown,https://en.wikipedia.org/wiki/Chamorro_language
500,Chanchaga,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chanchaga
501,Chaura,"Austroasiatic, Nicobarese, Chaura–Teressa, Chaura","Austroasiatic, Nicobarese, Chaura–Teressa, Chaura",crv,chau1258,"5,900 ","Chaura Island (Sanenya), Nicobars",Unknown,Unknown,https://en.wikipedia.org/wiki/Sanenyo_language
502,Chayahuita,"CahuapaUknown, Chayahuita","CahuapaUknown, Chayahuita",cbt,chay1248,"14,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chayahuita_language
503,Chazumba Mixtec,"Oto-Manguean, Mixtecan, Mixtec, Chazumba–Xayacatlán, Chazumba Mixtec","Oto-Manguean, Mixtecan, Mixtec, Chazumba–Xayacatlán, Chazumba Mixtec",xtb,chaz1235,"3,800 ",Puebla–Oaxaca border,Unknown,Unknown,https://en.wikipedia.org/wiki/Chazumba_Mixtec_language
504,Chaʼpalaa,"Barbacoan, Southern, Chaʼpalaa","Barbacoan, Southern, Chaʼpalaa",cbi,chac1249,"5,870 ",Ecuador,Unknown,Unknown,https://en.wikipedia.org/wiki/Cha%CA%BCpalaa_language
505,Chechen,"Northeast Caucasian, Nakh, Vainakh, Chechen–Ingush, Chechen","Northeast Caucasian, Nakh, Vainakh, Chechen–Ingush, Chechen",che,chec1245,1.8 million ,"Chechnya, Ingushetia and Dagestan"," Russia
 Chechnya
 Dagestan
",Unknown,https://en.wikipedia.org/wiki/Chechen_language
506,Chechen_Republic,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chechen_Republic
507,Chechnya,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chechnya
508,Chemehuevi,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chemehuevi
509,Chepang,"Sino-Tibetan, Chepangic, Chepang","Sino-Tibetan, Chepangic, Chepang",cdm,chep1245,"59,000 ",Nepal,Unknown,Unknown,https://en.wikipedia.org/wiki/Chepang_language
510,Chepya,"Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Southern, Hanoid, Chepya","Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Southern, Hanoid, Chepya",ycp,chep1243,"2,000 ",Phongsaly Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Chepya_language
511,Cheq Wong,"Austroasiatic, Aslian, Jahaic, Cheq Wong","Austroasiatic, Aslian, Jahaic, Cheq Wong",cwg,chew1245,460 ,Peninsula Malaysia,Unknown,Unknown,https://en.wikipedia.org/wiki/Cheq_Wong_language
512,Cherokee,"Iroquoian, Southern Iroquoian, Cherokee","Iroquoian, Southern Iroquoian, Cherokee",chr,cher1273,1520 to ~2100 ,"Eastern Oklahoma; Great Smoky Mountains[1] and Qualla Boundary in North Carolina.[2] Also in Arkansas,[3] and Cherokee community in California.","Eastern Band of Cherokee Indians in North Carolina,Cherokee Nation of Oklahoma",Unknown,https://en.wikipedia.org/wiki/Cherokee_language
513,Cherokee_people,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Cherokee_people
514,Chesu,"Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Nisoish, Northern Loloish, Nasoid, Chesu","Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Nisoish, Northern Loloish, Nasoid, Chesu",ych,ches1238,"3,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chesu_language
515,Chewa,"Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu, Nyasa, Chewa","Niger–Congo,Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu, Nyasa, Chewa",nya,nyan1308,7 million ,Southeast Africa, Malawi,"
 Mozambique
 Zambia
",https://en.wikipedia.org/wiki/Chewa_language
516,Cheyenne,"Algic, Algonquian, Cheyenne","Algic, Algonquian, Cheyenne",chy,chey1247,380 ,Montana and Oklahoma,Unknown,Unknown,https://en.wikipedia.org/wiki/Cheyenne_language
517,Chhantyal,"Sino-Tibetan, Tamangic, Chhantyal","Sino-Tibetan, Tamangic, Chhantyal",chx,chan1310,"4,300 ","Gulmi, Baglung and Myagdi Districts",Unknown,Unknown,https://en.wikipedia.org/wiki/Chantyal_language
518,Chhattisgarhi,"Indo-European, Indo-Iranian, Indo-Aryan, Central Zone, Eastern Hindi, Chhattisgarhi","Indo-European, Indo-Iranian, Indo-Aryan, Central Zone, Eastern Hindi, Chhattisgarhi",Either:titlehnetitle – Chhattisgarhititlesgjtitle – titleSurgujia,chha1249,"18 million, partial count, including Surgujia ",Chhattisgarh and a minority of speakers in Odisha and Maharashtra,"India
Chhattisgarh (additional)
",Unknown,https://en.wikipedia.org/wiki/Chhattisgarhi
519,Chiapas,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chiapas
520,Chiapas Zoque,"Mixe-Zoquean, Zoquean, Chiapas Zoque","Mixe-Zoquean, Zoquean, Chiapas Zoque",Variously:titlezoctitle – Copainalá Zoquetitlezostitle – Francisco León Zoquetitlezortitle – Rayón Zoque,chia1261,Uknown,Chiapas,Unknown,Unknown,https://en.wikipedia.org/wiki/Chiapas_Zoque
521,Chickasaw,"Muskogean, Western Muskogean, Chickasaw","Muskogean, Western Muskogean, Chickasaw",cic,chic1270,75 ,"South central Oklahoma, from Byng or Happyland (near Ada) north, and from Davis or Ardmore west to Fillmore and Wapanucka in east.",Unknown,Unknown,https://en.wikipedia.org/wiki/Chickasaw_language
522,Chickasaw,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chickasaw
523,Chigmecatitlán Mixtec,"Oto-Manguean, Mixtecan, Mixtec, Chigmecatitlán Mixtec","Oto-Manguean, Mixtecan, Mixtec, Chigmecatitlán Mixtec",mii,chig1239,"1,400 ",Puebla,Unknown,Unknown,https://en.wikipedia.org/wiki/Chigmecatitl%C3%A1n_Mixtec
524,Chile,Uknown,Uknown,Not provided,,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chile
525,Chilisso,"Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kohistani, Chilisso","Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kohistani, Chilisso",clh,chil1275,Uknown,"Eastern Kohistan, Pakistan",Unknown,Unknown,https://en.wikipedia.org/wiki/Chilisso_language
