glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment
dhim1246,Dhimal,dhi,language,Eurasia,26.6283,88.3798,dhimal,Dhimal,20000,Severely endangered
dhur1239,Dhurga,dhu,language,Australia,-35.412,150.134,dhurga,Dhurga,0,Critically endangered
diah1239,Diahói,,dialect,South America,-7.9939,-62.1936,diahói,Diahói,1,Critically endangered
dica1235,Dicamay Agta,duy,language,Papunesia,17.8846,121.606,dicamay agta,Dicamay Agta,0,Extinct
dill1242,Dilling,dil,language,Africa,12.0347,29.6056,dilling,Dilling,5295,Definitely endangered
dima1251,Dimasa,dis,language,Eurasia,25.4198,93.1806,dimasa,Dimasa,112000,Vulnerable
dimb1238,Dimbong,dii,language,Africa,4.80551,10.9888,dimbong,Dimbong,140,Critically endangered
djin1253,Djinang,dji,language,Australia,-12.462,134.82,djinang,Djinang,100,Definitely endangered
doga1238,Doga,dgg,language,Papunesia,-9.63698,149.841,doga,Doga,200,Definitely endangered
dogr1252,Dogrib,dgr,language,North America,63.17,-117.25,dogrib,Dogrib,1675,Vulnerable
dolg1241,Dolgan,dlg,language,Eurasia,71.10828,94.29358,dolgan,Dolgan,4865,Definitely endangered
doma1260,Domaaki,dmk,language,Eurasia,36.3258,74.7984,domaaki,Domaaki,500,Severely endangered
dond1249,Dondo,dok,language,Papunesia,0.80348,120.707,dondo,Dondo,13000,Vulnerable
dong1294,Dongotono,ddd,language,Africa,4.43426,33.2429,dongotono,Dongotono,6219,Vulnerable
dora1242,Dorasque,,language,North America,8.567442,-82.375717,dorasque,Dorasque,0,Extinct
weta1242,Dorig,wwo,language,Papunesia,-14.366666,167.545897,dorig,Dorig,200,Definitely endangered
doro1267,Dororo,drr,language,Papunesia,-8.30556,157.767,dororo,Dororo,0,Extinct
dout1240,Doutai,tds,language,Papunesia,-3.24832,138.22,doutai,Doutai,70,Severely endangered
dubu1240,Dubu,dmu,language,Papunesia,-3.62591,140.768,dubu,Dubu,110,Vulnerable
dukh1234,Dukha,,dialect,Eurasia,51.9307,98.9318,dukha,Dukha,200,Severely endangered
dulb1238,Dulbu,dbo,language,Africa,10.1911,9.94759,dulbu,Dulbu,100,Critically endangered
dumi1241,Dumi,dus,language,Eurasia,27.45849,86.75699,dumi,Dumi,8,Critically endangered
dumu1246,Dumun,dui,language,Papunesia,-5.55315,146.082,dumun,Dumun,42,Critically endangered
dung1253,Dungan,dng,language,Eurasia,42.7292,76.8382,dungan,Dungan,41000,Definitely endangered
dung1252,Dungmali,raa,language,Eurasia,26.9813,87.3328,dungmali,Dungmali,4609,Definitely endangered
dupa1235,Dupaninan Agta,duo,language,Papunesia,17.3748,122.188,dupaninan agta,Dupaninan Agta,1400,Vulnerable
dura1244,Dura,drq,language,Eurasia,28.173,84.435,dura,Dura,0,Extinct
duri1243,Duriankere,dbn,language,Papunesia,-1.38946,130.925,duriankere,Duriankere,30,Critically endangered
dusn1237,Dusner,dsn,language,Papunesia,-2.73859,134.391,dusner,Dusner,20,Critically endangered
duwe1237,Duwet,gve,language,Papunesia,-6.45752,146.841,duwet,Duwet,300,Vulnerable
dyir1250,Dyirbal,dbl,language,Australia,-17.4516,145.544,dyirbal,Dyirbal,5,Critically endangered
dzon1239,Dzongkha,dzo,language,Eurasia,27.410786,89.581604,dzongkha,Dzongkha,160000,Vulnerable
east2544,Eastern Abenaki,aaq,language,North America,45.0112,-68.6617,eastern abenaki,Eastern Abenaki,0,Extinct
east2563,Eastern Cham,cjm,language,Eurasia,11.2853,108.49,eastern cham,Eastern Cham,50000,Definitely endangered
east2328,Eastern Mari,mhr,language,Eurasia,55.8307,48.405,eastern mari,Eastern Mari,414211,Definitely endangered
east2540,Eastern Montagnais,,dialect,North America,,,eastern montagnais,Eastern Montagnais,4180,Vulnerable
east2545,Eastern Pomo,peb,language,North America,38.5647,-122.586,eastern pomo,Eastern Pomo,0,Extinct
heib1243,Ebang,hbn,language,Africa,11.2908,30.5282,ebang,Ebang,4412,Severely endangered
wail1244,Eel River Athabaskan,wlk,language,North America,39.1513,-123.284,eel river athabaskan,Eel River Athabaskan,0,Extinct
egaa1242,Ega,ega,language,Africa,5.56081,-5.41732,ega,Ega,1000,Severely endangered
elhu1238,El Hugeirat,elh,language,Africa,11.948,28.5901,el hugeirat,El Hugeirat,1000,Severely endangered
emae1237,Emae,mmw,language,Papunesia,-17.052,168.399,emae,Emae,200,Vulnerable
eman1238,Eman,emn,language,Africa,6.22923,9.70562,eman,Eman,800,Severely endangered
empl1237,Emplawas,emw,language,Papunesia,-8.03209,129.721,emplawas,Emplawas,220,Definitely endangered
engg1245,Enggano,eno,language,Papunesia,-5.38846,102.245,enggano,Enggano,700,Vulnerable
erok1237,Erokwanas,erw,language,Papunesia,-2.83746,132.705,erokwanas,Erokwanas,200,Vulnerable
ersu1241,Ersu,ers,language,Eurasia,29.2867,102.213,ersu,Ersu,15000,Definitely endangered
erzy1239,Erzya,myv,language,Eurasia,52.8548,45.3901,erzya,Erzya,400000,Definitely endangered
eyak1241,Eyak,eya,language,North America,60.4232,-144.762,eyak,Eyak,0,Extinct
fair1238,Faire Atta,azt,language,Papunesia,17.9808,121.436,faire atta,Faire Atta,300,Severely endangered
fani1244,Fania,fni,language,Africa,10.291,18.75,fania,Fania,1100,Severely endangered
faro1244,Faroese,fao,language,Eurasia,62.0732,-6.88497,faroese,Faroese,60000,Vulnerable
fayu1238,Fayu,fau,language,Papunesia,-3.14497,136.867,fayu,Fayu,350,Vulnerable
fero1244,Feroge,fer,language,Africa,8.61612,25.7171,feroge,Feroge,8000,Vulnerable
filo1235,Filomeno Mata Totonac,tlp,language,North America,20.1415,-97.5931,filomeno mata totonac,Filomeno Mata Totonac,11710,Vulnerable
fore1265,Forest Enets,enf,language,Eurasia,68.6,86.5,forest enets,Forest Enets,20,Critically endangered
fore1274,Forest Nenets,,language,Eurasia,63.72,71.97,forest nenets,Forest Nenets,1500,Severely endangered
friu1240,Friulian,fur,language,Eurasia,46.1473,13.0493,friulian,Friulian,600000,Definitely endangered
fwai1237,Fwâi,fwa,language,Papunesia,-20.6873,164.901,fwâi,Fwâi,1131,Vulnerable
gaga1251,Gaagudju,gbu,language,Australia,-12.5176,132.643,gaagudju,Gaagudju,0,Extinct
gada1262,Gadang,gdk,language,Africa,10.425,16.997,gadang,Gadang,2500,Definitely endangered
gafa1240,Gafat,gft,language,Africa,11.5764,39.5605,gafat,Gafat,0,Extinct
gall1275,Gallo,,dialect,Eurasia,47.931,-2.0544,gallo,Gallo,200000,Severely endangered
galo1242,Galo,adl,language,Eurasia,27.9805586,94.6884956,galo,Galo,35000,Vulnerable
gang1266,Gangte,gnb,language,Eurasia,24.5113,94.1681,gangte,Gangte,15000,Definitely endangered
gaoo1237,Gao,gga,language,Papunesia,-8.35163,159.789,gao,Gao,550,Vulnerable
gard1245,Gardiol,,language,Eurasia,39.466667,16.0,gardiol,Gardiol,340,Severely endangered
garh1243,Garhwali,gbm,language,Eurasia,30.5061,78.7201,garhwali,Garhwali,279500,Vulnerable
gara1269,Garrwa,wrk,language,Australia,-17.4504,137.72014,garrwa,Garrwa,40,Severely endangered
gasc1240,Gascon,,dialect,Eurasia,43.1811,-0.1428,gascon,Gascon,250000,Definitely endangered
gawa1247,Gawar-Bati,gwt,language,Eurasia,35.1982,71.5428,gawar-bati,Gawar-Bati,9500,Definitely endangered
gazi1245,Gazi,,dialect,Eurasia,,,gazi,Gazi,7000,Definitely endangered
gebe1237,Gebe,gei,language,Papunesia,-0.07877,129.424,gebe,Gebe,2000,Vulnerable
geme1244,Geme,geq,language,Africa,8.48359,20.6611,geme,Geme,550,Critically endangered
gera1246,Gera,gew,language,Africa,10.4331,10.12,gera,Gera,200000,Vulnerable
geya1234,Gey,guv,language,Africa,9.37513,13.5809,gey,Gey,0,Extinct
ghad1239,Ghadames,gha,language,Africa,30.1168,10.0165,ghadames,Ghadames,2000,Vulnerable
ghom1257,Ghomara,gho,language,Africa,34.7979,-4.6696,ghomara,Ghomara,100,Critically endangered
ghod1238,Godoberi,gdo,language,Eurasia,42.7428,46.2252,godoberi,Godoberi,4000,Definitely endangered
gong1251,Gongduk,goe,language,Eurasia,27.066,91.1686,gongduk,Gongduk,1000,Vulnerable
goon1238,Gooniyandi,gni,language,Australia,-18.4073,126.351,gooniyandi,Gooniyandi,60,Severely endangered
gora1261,Gorap,goq,language,Papunesia,2.13058,128.261,gorap,Gorap,1000,Definitely endangered
goro1261,Gorovu,grq,language,Papunesia,-4.52947,144.59,gorovu,Gorovu,50,Severely endangered
goth1244,Gothic,got,language,Eurasia,46.9304,29.9786,gothic,Gothic,0,Extinct
goun1238,Goundo,goy,language,Africa,9.46683,16.255,goundo,Goundo,30,Critically endangered
gowr1239,Gowro,gwf,language,Eurasia,35.1243,73.1233,gowro,Gowro,200,Severely endangered
gras1249,Grass Koiari,kbk,language,Papunesia,-9.51218,147.437,grass koiari,Grass Koiari,1800,Vulnerable
gros1243,Gros Ventre,ats,language,North America,48.4834,-108.738,gros ventre,Gros Ventre,10,Critically endangered
guaj1256,Guajá,gvj,language,South America,-3.93574,-46.3683,guajá,Guajá,283,Vulnerable
guam1248,Guambiano,gum,language,South America,2.55849,-76.582,guambiano,Guambiano,23462,Definitely endangered
guan1277,Guanche,gnc,language,Africa,28.0,-15.5,guanche,Guanche,0,Extinct
guar1292,Guarayu,gyr,language,South America,-15.8247,-61.6934,guarayu,Guarayu,5000,Definitely endangered
guat1253,Guató,gta,language,South America,-17.8696,-57.2897,guató,Guató,5,Critically endangered
guay1257,Guayabero,guo,language,South America,2.8969,-71.844,guayabero,Guayabero,1118,Definitely endangered
gule1241,Gule,gly,language,Africa,11.8336,33.6929,gule,Gule,0,Extinct
guli1244,Guliguli,gli,language,Papunesia,-8.10266,157.564,guliguli,Guliguli,0,Extinct
gupa1247,Gupapuyngu,guf,language,Australia,-12.2868,135.337,gupapuyngu,Gupapuyngu,300,Vulnerable
gura1253,Gura,,dialect,Africa,,,gura,Gura,3000,Severely endangered
guru1261,Gurung,gvr,language,Eurasia,27.41687,86.28988,gurung,Gurung,338925,Definitely endangered
gusi1246,Gusilay,gsl,language,Africa,12.7761,-16.5026,gusilay,Gusilay,13950,Vulnerable
gugu1255,Guugu Yimidhirr,kky,language,Australia,-14.9424,144.831,guugu yimidhirr,Guugu Yimidhirr,1000,Vulnerable
gwen1239,Gweno,gwe,language,Africa,-3.68407,37.6827,gweno,Gweno,10,Critically endangered
gyel1242,Gyele,gyi,language,Africa,2.47457,10.2493,gyele,Gyele,4280,Definitely endangered
gyem1238,Gyem,gye,language,Africa,10.4109,9.23923,gyem,Gyem,1000,Critically endangered
habu1241,Habu,hbu,language,Papunesia,-8.76565,125.965,habu,Habu,1000,Vulnerable
hadz1240,Hadza,hts,language,Africa,-3.83115,35.0458,hadza,Hadza,975,Vulnerable
hais1244,Haisla,has,language,North America,53.964,-128.602,haisla,Haisla,110,Critically endangered
halk1245,Halkomelem,hur,language,North America,49.250402,-122.443668,halkomelem,Halkomelem,375,Severely endangered
coos1249,Hanis,csz,language,North America,43.4413,-124.16,hanis,Hanis,0,Extinct
hars1241,Harsusi,hss,language,Eurasia,19.6511,56.1562,harsusi,Harsusi,3000,Definitely endangered
hava1249,Havasupai,,dialect,North America,,,havasupai,Havasupai,500,Definitely endangered
hawa1245,Hawaiian,haw,language,Papunesia,19.6297,-155.43,hawaiian,Hawaiian,1000,Critically endangered
heil1247,Heiltsuk,,dialect,North America,,,heiltsuk,Heiltsuk,105,Critically endangered
helo1243,Helong,heg,language,Papunesia,-10.2647,123.377,helong,Helong,9000,Severely endangered
herm1237,Hermit,llf,language,Papunesia,-1.52891,145.075,hermit,Hermit,20,Critically endangered
hida1246,Hidatsa,hid,language,North America,47.33,-102.0,hidatsa,Hidatsa,200,Definitely endangered
hiju1238,Hijuk,hij,language,Africa,4.39641,10.9081,hijuk,Hijuk,400,Critically endangered
hill1258,Hill Miri,,dialect,Eurasia,26.9612,94.0539,hill miri,Hill Miri,12000,Definitely endangered
hiww1237,Hiw,hiw,language,Papunesia,-13.126367,166.584857,hiw,Hiw,150,Definitely endangered
hixk1239,Hixkaryána,hix,language,South America,-0.16265,-58.80153,hixkaryána,Hixkaryána,600,Vulnerable
hler1235,Hlersu,hle,language,Eurasia,24.4,101.4,hlersu,Hlersu,15000,Vulnerable
hmar1241,Hmar,hmr,language,Eurasia,24.7534,93.5497,hmar,Hmar,50000,Vulnerable
hooo1248,Ho,hoc,language,Eurasia,23.9596,87.1188,ho,Ho,400000,Vulnerable
hoan1238,Hoanya,,dialect,Papunesia,,,hoanya,Hoanya,0,Extinct
hoav1238,Hoava,hoa,language,Papunesia,-8.19679,157.595,hoava,Hoava,600,Vulnerable
holi1241,Holikachuk,hoi,language,North America,62.7266,-159.831,holikachuk,Holikachuk,5,Critically endangered
homa1239,Homa,hom,language,Africa,4.97912,28.0039,homa,Homa,0,Extinct
hopi1249,Hopi,hop,language,North America,35.7653,-110.535,hopi,Hopi,5000,Vulnerable
horo1247,Horo,hor,language,Africa,9.239,18.378,horo,Horo,0,Extinct
yuwa1244,Hoti,yau,language,South America,5.63879,-65.4267,hoti,Hoti,10,Critically endangered
hozo1236,Hozo,hoz,language,Africa,9.38875,34.60448,hozo,Hozo,3000,Definitely endangered
hran1239,Hrangkhol,hra,language,Eurasia,24.4559,93.351,hrangkhol,Hrangkhol,19000,Vulnerable
huuu1240,Hu,huo,language,Eurasia,22.0163,100.881,hu,Hu,1000,Definitely endangered
hueh1236,Huehuetla Tepehua,tee,language,North America,20.6189,-97.9347,huehuetla tepehua,Huehuetla Tepehua,1603,Definitely endangered
huic1243,Huichol,hch,language,North America,21.954,-104.062,huichol,Huichol,35724,Vulnerable
huil1244,Huilliche,huh,language,South America,-40.0694,-72.767,huilliche,Huilliche,2000,Critically endangered
huku1237,Hukumina,huw,language,Papunesia,-3.274,126.194,hukumina,Hukumina,0,Extinct
hulu1246,Hulung,huk,language,Papunesia,-2.87389,128.587,hulung,Hulung,10,Critically endangered
hung1275,Hung,hnu,language,Eurasia,18.7849,104.772,hung,Hung,1000,Definitely endangered
hunz1247,Hunzib,huz,language,Eurasia,42.0808,46.1369,hunzib,Hunzib,1839,Definitely endangered
hupa1240,Hupa,,dialect,North America,,,hupa,Hupa,12,Critically endangered
hyaa1239,Hya,hya,language,Africa,10.4814,13.526,hya,Hya,940,Severely endangered
ibuu1240,Ibu,ibu,language,Papunesia,1.50556,127.542,ibu,Ibu,10,Critically endangered
idum1241,Idu,clk,language,Eurasia,29.4473,95.6472,idu,Idu,11101,Definitely endangered
ifoo1237,Ifo,iff,language,Papunesia,-18.7668,169.007,ifo,Ifo,0,Extinct
ikkk1242,Ik,ikx,language,Africa,3.61407,34.2507,ik,Ik,2000,Severely endangered
ikpe1245,Ikpeng,txi,language,South America,-11.37822,-53.49553,ikpeng,Ikpeng,342,Vulnerable
ilue1241,Ilue,ilv,language,Africa,4.78618,8.25236,ilue,Ilue,5000,Critically endangered
imer1236,Imeraguen,ime,language,Africa,18.37331,-16.34726,imeraguen,Imeraguen,534,Definitely endangered
inap1242,Iñapari,inp,language,South America,-12.46525,-69.30827,iñapari,Iñapari,600,Critically endangered
inar1241,Inari Saami,smn,language,Eurasia,69.4229,27.8658,inari saami,Inari Saami,400,Severely endangered
indr1247,Indri,idr,language,Africa,8.81513,25.9848,indri,Indri,700,Severely endangered
ines1240,Ineseño,inz,language,North America,34.6169,-120.08,ineseño,Ineseño,0,Extinct
ingr1248,Ingrian,izh,language,Eurasia,59.47403,29.71145,ingrian,Ingrian,200,Severely endangered
ingu1240,Ingush,inh,language,Eurasia,43.11,45.03,ingush,Ingush,405343,Vulnerable
copp1244,Inuinnaqtun,,dialect,North America,,,inuinnaqtun,Inuinnaqtun,890,Definitely endangered
ipai1240,Ipai,,language,North America,33.005,-116.993,ipai,Ipai,6,Critically endangered
iqui1243,Iquito,iqu,language,South America,-3.31233,-73.97046,iquito,Iquito,25,Critically endangered
iris1253,Irish,gle,language,Eurasia,53.2186,-7.61509,irish,Irish,44000,Definitely endangered
isar1235,Isarog Agta,agk,language,Papunesia,13.651,123.332,isarog agta,Isarog Agta,5,Critically endangered
ishk1246,Ishkashimi,isk,language,Eurasia,36.67,71.55,ishkashimi,Ishkashimi,1000,Severely endangered
isir1237,Isirawa,srl,language,Papunesia,-1.88775,138.595,isirawa,Isirawa,1800,Vulnerable
isla1278,Island Carib,crb,language,North America,15.364795,-61.342957,island carib,Island Carib,0,Extinct
istr1244,Istriot,ist,language,Eurasia,45.088,13.64,istriot,Istriot,400,Severely endangered
istr1245,Istro-Romanian,ruo,language,Eurasia,45.433,14.2,istro-romanian,Istro-Romanian,300,Severely endangered
iter1241,Iteri,itr,language,Papunesia,-4.11998,141.585,iteri,Iteri,90,Severely endangered
itik1240,Itik,itx,language,Papunesia,-2.18342,139.341,itik,Itik,80,Vulnerable
iton1250,Itonama,ito,language,South America,-12.80431,-64.35748,itonama,Itonama,5,Critically endangered
itza1241,Itzá,itz,language,North America,17.0269,-89.8734,itzá,Itzá,1094,Critically endangered
iwai1244,Iwaidja,ibd,language,Australia,-11.3379,132.453,iwaidja,Iwaidja,200,Vulnerable
ixca1245,Ixcatec,ixc,language,North America,17.7597,-97.1242,ixcatec,Ixcatec,21,Critically endangered
ixca1246,Ixcatlán Mazatec,mzi,language,North America,18.1531,-96.5719,ixcatlán mazatec,Ixcatlán Mazatec,8593,Vulnerable
iyiv1238,Iyive,uiv,language,Africa,6.50437,9.53302,iyive,Iyive,1000,Severely endangered
jahh1242,Jah Hut,jah,language,Eurasia,3.67619,102.291,jah hut,Jah Hut,1500,Severely endangered
jami1236,Jaminjung,,dialect,Australia,,,jaminjung,Jaminjung,15,Severely endangered
jang1254,Jangshung,jna,language,Eurasia,31.5666,78.4344,jangshung,Jangshung,2000,Definitely endangered
jaqa1244,Jaqaru,jqr,language,South America,-12.741939,-75.809231,jaqaru,Jaqaru,750,Severely endangered
jaun1243,Jaunsari,jns,language,Eurasia,30.5587,77.9084,jaunsari,Jaunsari,114733,Definitely endangered
java1255,Javaé,,dialect,South America,,,javaé,Javaé,800,Definitely endangered
jawe1237,Jawe,jaz,language,Papunesia,-20.6648,164.676,jawe,Jawe,729,Vulnerable
djau1244,Jawoyn,djn,language,Australia,-14.1361,133.002,jawoyn,Jawoyn,20,Severely endangered
jaya1242,Jaya,jyy,language,Africa,12.3707,17.9415,jaya,Jaya,2200,Severely endangered
jebe1250,Jebero,jeb,language,South America,-5.40317,-76.4103,jebero,Jebero,100,Critically endangered
sheh1240,Jibbali,shv,language,Eurasia,17.29154,53.99526,jibbali,Jibbali,5000,Severely endangered
jica1244,Jicarilla Apache,apj,language,North America,36.8079,-107.007,jicarilla apache,Jicarilla Apache,300,Severely endangered
jilb1238,Jilbe,jie,language,Africa,11.7992,14.5794,jilbe,Jilbe,100,Critically endangered
djin1251,Jingulu,jig,language,Australia,-17.165,133.659,jingulu,Jingulu,14,Severely endangered
jion1236,Jiongnai Bunu,pnu,language,Eurasia,23.8692,110.007,jiongnai bunu,Jiongnai Bunu,1000,Definitely endangered
jire1238,Jirel,jul,language,Eurasia,27.6931,86.3201,jirel,Jirel,4919,Definitely endangered
jonk1238,Jonkor Bourmataguil,jeu,language,Africa,11.5034,19.0954,jonkor bourmataguil,Jonkor Bourmataguil,1500,Severely endangered
jora1240,Jorá,jor,language,South America,-15.7492,-63.2094,jorá,Jorá,0,Critically endangered
juan1238,Juang,jun,language,Eurasia,21.2606,85.5845,juang,Juang,23000,Definitely endangered
kach1279,Kachari,xac,language,Eurasia,26.6882,92.317,kachari,Kachari,59000,Definitely endangered
kaco1239,Kaco',xkk,language,Eurasia,13.8274,107.257,kaco',Kaco',1000,Definitely endangered
kada1286,Kadai,kzd,language,Papunesia,-1.74547,125.142,kadai,Kadai,200,Definitely endangered
kada1282,Kadaru,kdu,language,Africa,12.1554,30.2709,kadaru,Kadaru,12360,Definitely endangered
kadi1248,Kadiwéu,kbc,language,South America,-19.7222,-57.582,kadiwéu,Kadiwéu,1600,Definitely endangered
kadu1254,Kadu,zkd,dialect,Eurasia,24.2042,95.6332,kadu,Kadu,1000,Severely endangered
kaib1244,Kaibobo,kzb,language,Papunesia,-3.1603,128.211,kaibobo,Kaibobo,250,Definitely endangered
kaie1237,Kaiep,kbw,language,Papunesia,-3.70524,143.884,kaiep,Kaiep,250,Vulnerable
kaik1246,Kaike,kzq,language,Eurasia,28.853,83.1384,kaike,Kaike,794,Definitely endangered
kain1272,Kaingang,kgp,language,South America,-27.7671,-52.5394,kaingang,Kaingang,18500,Definitely endangered
kair1265,Kairui-Midiki,krd,language,Papunesia,-8.74034,126.059,kairui-midiki,Kairui-Midiki,1000,Vulnerable
kaiy1239,Kaiy,tcq,language,Papunesia,-2.94448,138.161,kaiy,Kaiy,250,Vulnerable
kaki1249,Kaki Ae,tbd,language,Papunesia,-7.9946,145.816,kaki ae,Kaki Ae,266,Vulnerable
kala1394,Kalao,kly,language,Papunesia,-7.31213,120.995,kalao,Kalao,400,Definitely endangered
kali1309,Kalispel,,dialect,North America,,,kalispel,Kalispel,5,Critically endangered
kalm1244,Kalmyk,,dialect,Eurasia,,,kalmyk,Kalmyk,153602,Definitely endangered
kama1357,Kamara,jmr,language,Africa,8.93891,-2.34944,kamara,Kamara,3000,Definitely endangered
kama1362,Kamarian,kzx,language,Papunesia,-3.40779,128.526,kamarian,Kamarian,10,Critically endangered
kama1360,Kamasa,klp,language,Papunesia,-6.97411,146.20797,kamasa,Kamasa,20,Critically endangered
kami1254,Kami,,dialect,Eurasia,,,kami,Kami,5000,Severely endangered
kana1283,Kanashi,xns,language,Eurasia,32.2843,77.1553,kanashi,Kanashi,1500,Definitely endangered
kand1301,Kandas,kqw,language,Papunesia,-4.3652,152.781,kandas,Kandas,300,Vulnerable
kang1288,Kanga,kcp,language,Africa,11.0174,29.3463,kanga,Kanga,8000,Severely endangered
kang1281,Kangjia,kxs,language,Eurasia,35.043,101.254,kangjia,Kangjia,300,Severely endangered
kani1282,Kaniet,ktk,language,Papunesia,-1.51777,145.086,kaniet,Kaniet,0,Extinct
kano1245,Kanoê,kxo,language,South America,-12.1789,-64.5812,kanoê,Kanoê,5,Critically endangered
kans1243,Kansa,ksk,language,North America,39.0,-94.4,kansa,Kansa,0,Extinct
kaoo1238,Kao,kax,language,Papunesia,1.16654,127.847,kao,Kao,200,Definitely endangered
kapi1249,Kapingamarangi,kpg,language,Papunesia,1.039166,154.797223,kapingamarangi,Kapingamarangi,3000,Severely endangered
kapo1250,Kapori,khp,language,Papunesia,-3.52696,139.766,kapori,Kapori,35,Critically endangered
kara1465,Karachay-Balkar,krc,language,Eurasia,43.565,42.2606,karachay-balkar,Karachay-Balkar,302748,Vulnerable
kara1509,Karagash,,dialect,Eurasia,,,karagash,Karagash,7000,Definitely endangered
kara1500,Karajá,kpj,language,South America,-11.1881,-50.3492,karajá,Karajá,1500,Vulnerable
kara1497,Karami,xar,language,Papunesia,-7.13333,143.117,karami,Karami,0,Extinct
kara1478,Karang,kzr,language,Africa,8.01727,15.2114,karang,Karang,10000,Vulnerable
kara1516,Karata,,dialect,Eurasia,,,karata,Karata,6574,Definitely endangered
kari1306,Kari,kbj,language,Africa,5.03525,25.7491,kari,Kari,1000,Severely endangered
kari1312,Karipuna,,language,South America,-10.0,-65.5,karipuna,Karipuna,10,Definitely endangered
kark1256,Karko,kko,language,Africa,12.0542,29.2074,karko,Karko,12986,Definitely endangered
karo1306,Karo,,dialect,South America,,,karo,Karo,208,Vulnerable
karo1306,Karo,,dialect,South America,,,karo,Karo,200,Critically endangered
karo1298,Karore,xkx,language,Papunesia,-6.15563,149.907,karore,Karore,550,Vulnerable
karo1304,Karuk,kyh,language,North America,41.8228,-123.315,karuk,Karuk,12,Severely endangered
kasa1248,Kasanga,ccj,language,Africa,12.4173,-15.9413,kasanga,Kasanga,650,Critically endangered
kash1280,Kashaya,kju,language,North America,38.5424,-123.08,kashaya,Kashaya,24,Critically endangered
kash1274,Kashubian,csb,language,Eurasia,54.2996,18.6163,kashubian,Kashubian,53000,Severely endangered
kask1239,Kaska,kkz,language,North America,61.0,-130.0,kaska,Kaska,155,Severely endangered
kata1268,Katabaga,ktq,language,Papunesia,17.9509,121.544,katabaga,Katabaga,0,Extinct
kata1270,Katawixi,xat,language,South America,-7.25015,-64.8319,katawixi,Katawixi,10,Critically endangered
katl1237,Katla,kcr,language,Africa,11.80325,29.28254,katla,Katla,14208,Definitely endangered
kato1244,Kato,ktw,language,North America,39.7002,-123.432,kato,Kato,0,Extinct
kana1291,Katukína-Kanamarí,knm,language,South America,-6.45399,-68.7678,katukína-kanamarí,Katukína-Kanamarí,2100,Vulnerable
kava1241,Kavalan,ckv,language,Papunesia,24.6947,121.645,kavalan,Kavalan,24,Critically endangered
kawa1283,Kawaiisu,xaw,language,North America,36.0538,-118.679,kawaiisu,Kawaiisu,10,Critically endangered
kaya1319,Kayardild,gyd,language,Australia,-17.0695,139.489,kayardild,Kayardild,8,Critically endangered
kaye1241,Kayeli,kzl,language,Papunesia,-3.39247,127.118,kayeli,Kayeli,0,Extinct
kayu1243,Kayupulau,kzu,language,Papunesia,-2.54415,140.626,kayupulau,Kayupulau,50,Critically endangered
kazu1245,Kazukuru,kzk,language,Papunesia,-8.23886,157.687,kazukuru,Kazukuru,0,Extinct
kedi1239,Kede,,dialect,Africa,,,kede,Kede,0,Extinct
kede1239,Keder,kdy,language,Papunesia,-2.03589,139.081,keder,Keder,180,Severely endangered
keig1242,Keiga,kec,language,Africa,11.2064,29.3889,keiga,Keiga,6072,Severely endangered
kelo1246,Kelo,xel,language,Africa,10.9291,34.3816,kelo,Kelo,200,Critically endangered
kemb1250,Kembra,xkw,language,Papunesia,-3.89065,140.434,kembra,Kembra,20,Critically endangered
kemi1239,Kemi Saami,sjk,language,Eurasia,67.093,27.537,kemi saami,Kemi Saami,0,Extinct
kena1236,Kenaboi,xbn,language,Eurasia,3.154162,102.01596,kenaboi,Kenaboi,0,Extinct
kend1253,Kendeje,klf,language,Africa,13.24447,21.53955,kendeje,Kendeje,1859,Definitely endangered
kend1252,Kendem,kvm,language,Africa,5.77429,9.63201,kendem,Kendem,1500,Severely endangered
kere1280,Kerek,krk,language,Eurasia,62.1777,175.07,kerek,Kerek,0,Extinct
kett1243,Ket,ket,language,Eurasia,63.7551,87.5466,ket,Ket,150,Severely endangered
keta1243,Ketangalan,kae,language,Papunesia,25.0257,121.425,ketangalan,Ketangalan,0,Extinct
khak1248,Khakas,kjh,language,Eurasia,50.73933,107.16939,khakas,Khakas,52217,Definitely endangered
khal1270,Khalaj,kjf,language,Eurasia,36.5317,49.576,khalaj,Khalaj,42100,Vulnerable
khal1275,Khaling,klr,language,Eurasia,27.3912,87.5053,khaling,Khaling,9288,Definitely endangered
kham1283,Khamba,kbg,language,Eurasia,28.9930167,94.89439116,khamba,Khamba,1500,Definitely endangered
kham1281,Khamnigan Mongol,ykh,language,Eurasia,49.0,117.0,khamnigan mongol,Khamnigan Mongol,2000,Definitely endangered
khar1287,Kharia,khr,language,Eurasia,22.3571,84.3922,kharia,Kharia,200000,Vulnerable
khas1269,Khasi,kha,language,Eurasia,24.977,91.9998,khasi,Khasi,912000,Vulnerable
khin1240,Khinalug,kjj,language,Eurasia,41.1801,48.0571,khinalug,Khinalug,2500,Severely endangered
khow1242,Khowar,khw,language,Eurasia,36.0,72.0,khowar,Khowar,222800,Vulnerable
khun1261,Khunsari,,dialect,Eurasia,,,khunsari,Khunsari,21000,Definitely endangered
