,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
7138,Wawa,wawa1246,www,shifting,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Mambiloid</li><ul><li>Mambila–Konja</li><ul><li>Mambila–Vute</li><ul><li>Tep–Vute</li><ul><li>Vute</li><ul><li>Wawa</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,Gandua,1.0,0.0,0.0,"(3,000 cited 1991)[1]",Data not available,"Adamawa Province, Mayo-Banyo Division, Bankim Subdivision, west of Banyo, thirteen villages",Africa,6.68974,11.7802,language,living,individual,False,Data not available,Data not available,"CM, NG",vute1246,Data not available,Data not available,https://en.wikipedia.org/wiki/Wawa_language
7139,Waxianghua,waxi1236,wxa,threatened,Data not available,<ul><li>Sino-Tibetan</li><ul><li>Sinitic</li><ul><li>Chinese</li><ul><li>(unclassified)</li><ul><li>Waxiang</li></ul></ul></ul></ul></ul>,sino1245,Data not available,0.0,0.0,0.0,"(300,000 cited 1995)[1]",Data not available,western Hunan,Eurasia,28.644,110.362,language,living,individual,False,Data not available,Data not available,CN,sini1245,Data not available,Data not available,https://en.wikipedia.org/wiki/Waxiang_Chinese
7140,Wardandi,ward1248,wxw,extinct,Data not available,<ul><li>None</li></ul>,pama1250,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Australia,-33.92109,115.26929,dialect,extinct,individual,False,Data not available,Data not available,AU,nyun1247,Data not available,Data not available,Data not available
7141,Wyandot,wyan1247,wya,extinct,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
7142,Wangaaybuwan-Ngiyambaa,wang1291,wyb,extinct,Data not available,<ul><li>Pama–Nyungan</li><ul><li>Wiradhuric</li><ul><li>Ngiyampaa/Ngiyambaa</li></ul></ul></ul>,Data not available,"Wangaaybuwan, Wayilwan (Wailwan)",Data not available,Data not available,Data not available,11-50 (2018-2019)[1],Data not available,New South Wales,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Ngiyambaa_language
7143,Woiwurrung,woiw1237,wyi,extinct,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Woiwurrung%E2%80%93Daungwurrung_language
7144,Wymysorys,wymy1235,wym,moribund,Data not available,<ul><li>Indo-European</li><ul><li>Germanic</li><ul><li>West Germanic</li><ul><li>Weser–Rhine Germanic</li><ul><li>Central German</li><ul><li>East Central German</li><ul><li>Schlesisch</li><ul><li>–Wilmesau</li><ul><li>Wymysorys</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,20 (2017)[1],Data not available,"Wilamowice, Silesian Voivodeship, Poland",Eurasia,49.91617,19.15195,language,living,individual,False,Data not available,Data not available,PL,schl1237,Data not available,Data not available,https://en.wikipedia.org/wiki/Wymysorys_language
7145,Wayoró,wayo1238,wyr,nearly extinct,Data not available,<ul><li>Tupian</li><ul><li>Tuparí</li><ul><li>Wayoró</li></ul></ul></ul>,tupi1275,"Ngwayoroiat (Wayoroiat), Kupndiiriat",2.0,0.0,0.0,3 (+ 11 semispeakers) (2019)[1]: 3 ,Data not available,Rondônia (Brazil),South America,-12.6945,-61.3064,language,living,individual,False,Data not available,Data not available,BR,wayo1240,Data not available,Data not available,https://en.wikipedia.org/wiki/Wayor%C3%B3_language
7146,Western Fijian,west2519,wyy,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>(MP)</li><ul><li>Oceanic</li><ul><li>Central Pacific</li><ul><li>West Fijian – Rotuman</li><ul><li>West Fijian</li><ul><li>Western Fijian</li></ul></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"(57,000 cited 1977)[1]",Data not available,"western half of Viti Levu, Yasawa Islands and Mamanuca Islands",Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Western_Fijian_language
7147,Andalusian Arabic,anda1287,xaa,extinct,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Semitic</li><ul><li>Central Semitic</li><ul><li>Arabic</li><ul><li>Maghrebi Arabic</li><ul><li>Andalusi Arabic</li></ul></ul></ul></ul></ul></ul>,afro1255,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,36.54,-5.2,language,historical,individual,False,Data not available,Data not available,ES,moro1295,Data not available,Data not available,https://en.wikipedia.org/wiki/Andalusi_Arabic
7148,Sambe,samb1307,xab,extinct,Critically endangered,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Plateau</li><ul><li>Alumic</li><ul><li>Hasha–Sambe</li><ul><li>Sambe</li></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,Data not available,2.0,Kaduna State,Africa,9.160672,8.505628,language,living,individual,False,Data not available,Data not available,NG,hash1239,Data not available,Data not available,https://en.wikipedia.org/wiki/Sambe_language
7149,Kachari,kach1279,xac,shifting,Definitely endangered,<ul><li>Sino-Tibetan</li><ul><li>Brahmaputran</li><ul><li>Bodo–Garo</li><ul><li>Bodo</li><ul><li>Kachari</li></ul></ul></ul></ul></ul>,sino1245,Data not available,0.0,0.0,0.0,"16,000 (2011)[1]",59000.0,"Assam, India",Eurasia,26.6882,92.317,language,living,individual,False,Data not available,Data not available,IN,bodo1280,Data not available,Data not available,https://en.wikipedia.org/wiki/Kachari_language
7150,Adai,adai1235,xad,extinct,Data not available,<ul><li>unclassified</li></ul>,Data not available,Data not available,0.0,0.0,0.0,Data not available,Data not available,Louisiana,North America,31.6314,-92.0059,language,extinct,individual,False,Data not available,Data not available,US,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Adai_language
7151,Aequian,Data not available,xae,Data not available,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,ancient,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
7152,Aghwan,aghw1237,xag,extinct,Data not available,<ul><li>Northeast Caucasian</li><ul><li>Lezgic</li><ul><li>Samur</li><ul><li>Eastern Samur</li><ul><li>Aghwan</li></ul></ul></ul></ul></ul>,nakh1245,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,40.374444,47.126667,language,ancient,individual,False,Data not available,Data not available,AZ,udia1235,Data not available,Data not available,https://en.wikipedia.org/wiki/Caucasian_Albanian_language
7153,Kaimbé,kaim1235,xai,extinct,Data not available,<ul><li>unclassified</li></ul>,uncl1493,Data not available,0.0,0.0,0.0,Data not available,Data not available,Bahia,South America,-10.4795944,-39.0262926,language,extinct,individual,False,Data not available,Data not available,BR,uncl1493,Data not available,Data not available,https://en.wikipedia.org/wiki/Kaimb%C3%A9_language
7154,Ararandewára,Data not available,xaj,Data not available,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
7155,Máku,maku1246,xak,extinct,Extinct,<ul><li>(unclassified</li><ul><li>potentially </li><ul><li>Kalianan</li><ul><li></li><ul><li></li><ul><li>Macro-Puinavean</li><ul><li> or </li><ul><li>language isolate</li><ul><li>)</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,0.0,0.0,0.0,Data not available,0.0,Brazilian–Venezuelan border,South America,3.969231,-64.235892,language,extinct,individual,False,Data not available,Data not available,BR,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Maku_language_of_Auari
7156,Kalmyk,kalm1243,xal,threatened,Definitely endangered,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,153602.0,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Kalmyk_Oirat
7157,ǀXam,xamm1241,xam,extinct,Data not available,<ul><li>Tuu</li><ul><li>ǃKwi</li><ul><li>ǀXam</li></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/%C7%80Xam_language
7158,Xamtanga,xamt1239,xan,not endangered,Data not available,<ul><li>Afro-Asiatic</li><ul><li>Cushitic</li><ul><li>Agaw</li><ul><li>Northern</li><ul><li>Xamtanga</li></ul></ul></ul></ul></ul>,afro1255,Data not available,4.0,0.0,0.0,Data not available,Data not available,North Amhara Region,Africa,12.4479,38.8352,language,living,individual,False,Data not available,Data not available,ET,nort3163,Data not available,Data not available,https://en.wikipedia.org/wiki/Xamtanga_language
7159,Khao,khao1244,xao,not endangered,Data not available,<ul><li>None</li></ul>,book1242,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,21.4543,103.467,language,living,individual,True,Data not available,Data not available,VN,book1242,Data not available,Data not available,https://en.wikipedia.org/wiki/Khao_language
7160,Apalachee,apal1237,xap,extinct,Data not available,<ul><li>Muskogean</li><ul><li>Eastern</li><ul><li>Apalachee</li></ul></ul></ul>,musk1252,Data not available,0.0,0.0,0.0,Data not available,Data not available,Florida,North America,30.118,-84.416,language,extinct,individual,False,Data not available,Data not available,US,alab1247,Data not available,Data not available,https://en.wikipedia.org/wiki/Apalachee_language
7161,Aquitanian,Data not available,xaq,Data not available,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,ancient,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
7162,Karami,kara1497,xar,extinct,Extinct,<ul><li>(unclassified)</li></ul>,Data not available,Data not available,0.0,0.0,0.0,Data not available,0.0,"Kikimairi and Aduahai villages, Western Province, Papua New Guinea",Papunesia,-7.13333,143.117,language,extinct,individual,False,Data not available,Data not available,PG,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Karami_language
7163,Kamas,kama1351,xas,extinct,Extinct,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,0.0,Data not available,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Kamassian_language
7164,Katawixi,kata1270,xat,extinct,Critically endangered,<ul><li>Harákmbut–Katukinan</li><ul><li>Katukinian</li><ul><li>Katawixi</li></ul></ul></ul>,katu1274,Data not available,0.0,0.0,0.0,10 (2006)[1],10.0,Amazonas,South America,-7.25015,-64.8319,language,living,individual,False,Data not available,Data not available,BR,katu1274,Data not available,Data not available,https://en.wikipedia.org/wiki/Katawixi_language
7165,Kauwera,kauw1242,xau,not endangered,Data not available,<ul><li>Foja Range</li><ul><li>Kwerbic</li><ul><li>Nuclear Kwerba</li><ul><li>Kauwera</li></ul></ul></ul></ul>,kwer1242,Data not available,0.0,0.0,0.0,(400 cited 1987)[1],Data not available,Papua,Papunesia,-2.22799,138.157,language,living,individual,False,Data not available,Data not available,ID,kwer1262,Data not available,Data not available,https://en.wikipedia.org/wiki/Kauwera_language
7166,Xavánte,xava1240,xav,threatened,Data not available,<ul><li>Macro-Jê</li><ul><li>Jê</li><ul><li>Cerrado</li><ul><li>Akuwẽ (Central Jê)</li><ul><li>Xavante</li></ul></ul></ul></ul></ul>,nucl1710,Data not available,0.0,0.0,0.0,"9,600 (2006)[1]",Data not available,Mato Grosso,South America,-14.3017,-52.4367,language,living,individual,False,Data not available,Data not available,BR,jece1235,Data not available,Data not available,https://en.wikipedia.org/wiki/Xavante_language
7167,Kawaiisu,kawa1283,xaw,nearly extinct,Critically endangered,<ul><li>Uto-Aztecan</li><ul><li>Numic</li><ul><li>Southern Numic</li><ul><li>Kawaiisu</li></ul></ul></ul></ul>,utoa1244,Data not available,0.0,0.0,0.0,5 (2005)[1],10.0,California,North America,36.0538,-118.679,language,living,individual,False,Data not available,Data not available,US,sout2968,Data not available,Data not available,https://en.wikipedia.org/wiki/Kawaiisu_language
7168,Kayan Mahakam,kaya1324,xay,threatened,Data not available,<ul><li>None</li></ul>,aust1307,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Papunesia,0.91787,114.452,language,living,individual,False,Data not available,Data not available,ID,reja1244,Data not available,Data not available,Data not available
