,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
7076,Kamang,kama1365,woi,shifting,Data not available,<ul><li>Trans–New Guinea</li><ul><li>\xa0</li><ul><li>West Bomberai</li><ul><li>\xa0?</li><ul><li>Timor–Alor–Pantar</li><ul><li>Alor–Pantar</li><ul><li>Alor</li><ul><li>Woisika</li></ul></ul></ul></ul></ul></ul></ul></ul>,timo1261,Data not available,6.0,0.0,0.0,"6,000 (2014)[1]",Data not available,Alor Island,Papunesia,-8.26897,124.792,language,living,individual,False,Data not available,Data not available,ID,abui1242,Data not available,Data not available,https://en.wikipedia.org/wiki/Woisika_language
7077,Longto,long1387,wok,threatened,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Leko–Nimbari</li><ul><li>Duru</li><ul><li>Longto</li></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"(2,400 cited 1982)[1]",Data not available,Cameroon,Africa,8.33313,13.0568,language,living,individual,False,Data not available,Data not available,CM,sout3238,Data not available,Data not available,https://en.wikipedia.org/wiki/Voko_language
7078,Wolof,nucl1347,wol,not endangered,Data not available,<ul><li>None</li></ul>,atla1278,Data not available,8.0,0.0,0.0,Data not available,Data not available,Data not available,Africa,15.2534,-15.383,language,living,individual,False,Data not available,Data not available,"GM, GW, ML, MR, SN",wolo1247,Data not available,Data not available,https://en.wikipedia.org/wiki/Wolof_language
7079,Wom (Nigeria),womn1235,wom,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Leko–Nimbari</li><ul><li>Leko</li><ul><li>Wom</li></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"(5,000 cited 1989)[1]",Data not available,Adamawa State,Africa,8.92708,12.4533,language,living,individual,False,Data not available,Data not available,NG,pere1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Perema_language
7080,Wongo,wong1247,won,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Bantoid</li><ul><li>Bantu</li><ul><li> (</li><ul><li>Zone C</li><ul><li>)</li><ul><li>Bushoong</li><ul><li> (C.80)</li><ul><li>Wongo</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,3.0,0.0,0.0,"13,000 (2000)[1]",Data not available,Data not available,Africa,-5.73837,20.5054,language,living,individual,False,Data not available,Data not available,CD,bush1251,Data not available,Data not available,https://en.wikipedia.org/wiki/Wongo_language
7081,Manombai,mano1275,woo,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Central–Eastern</li><ul><li>Aru</li><ul><li>Manombai</li></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,"9,100 (2011)[1]",Data not available,Aru Islands,Papunesia,-5.94468,134.329,language,living,individual,False,Data not available,Data not available,ID,cent2309,Data not available,Data not available,https://en.wikipedia.org/wiki/Manombai_language
7082,Woria,wori1246,wor,nearly extinct,Critically endangered,<ul><li>East Geelvink Bay</li><ul><li>Woria</li></ul></ul>,geel1240,Data not available,0.0,0.0,0.0,5 (2000)[1],13.0,Indonesian Papua,Papunesia,-2.37997,136.519,language,living,individual,False,Data not available,Data not available,ID,geel1240,Data not available,Data not available,https://en.wikipedia.org/wiki/Woria_language
7083,Hanga Hundi,hang1263,wos,threatened,Data not available,<ul><li>Sepik</li><ul><li>Middle Sepik</li><ul><li>Ndu</li><ul><li>Kwasengen</li></ul></ul></ul></ul>,nduu1242,Data not available,0.0,0.0,0.0,"7,200 (2000 census)[1]",Data not available,Sepik River basin,Papunesia,-3.90364,142.849,language,living,individual,False,Data not available,Data not available,PG,ambu1246,Data not available,Data not available,https://en.wikipedia.org/wiki/Kwasengen_language
7084,Wawonii,wawo1239,wow,threatened,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Celebic</li><ul><li>Bungku–Tolaki</li><ul><li>Wawonii</li></ul></ul></ul></ul></ul>,aust1307,Data not available,2.0,0.0,0.0,"30,000 (2004)[1]",Data not available,"Wawonii Island, Sulawesi",Papunesia,-4.13587,123.1,language,living,individual,False,Data not available,Data not available,ID,east2490,Data not available,Data not available,https://en.wikipedia.org/wiki/Wawonii_language
7085,Weyto,weyt1237,woy,extinct,Data not available,<ul><li>unclassified language</li></ul>,unat1236,Data not available,0.0,0.0,0.0,Data not available,Data not available,"Lake Tana, Ethiopia",Africa,11.94153,35.63369,language,extinct,individual,False,Data not available,Data not available,ET,unat1236,Data not available,Data not available,https://en.wikipedia.org/wiki/Weyto_language
7086,Maco,maco1239,wpc,threatened,Data not available,<ul><li>Piaroa–Saliban</li><ul><li>Piaroan</li><ul><li>Wirö</li></ul></ul></ul>,sali1297,Data not available,0.0,0.0,0.0,"2,500 (2002)[1]",Data not available,Data not available,South America,4.5621,-66.5813,language,living,individual,False,Data not available,Data not available,VE,maco1238,Data not available,Data not available,https://en.wikipedia.org/wiki/Wir%C3%B6_language
7087,Warapu,Data not available,wra,Data not available,Severely endangered,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,300.0,Data not available,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
7088,Waluwarra,warl1256,wrb,extinct,Data not available,<ul><li>Pama–Nyungan</li><ul><li>Ngarna</li><ul><li>South</li><ul><li>Warluwarra</li></ul></ul></ul></ul>,Data not available,"Warluwara, Kapula, Parnkarra",Data not available,Data not available,Data not available,Data not available,Data not available,Queensland,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Warluwarra_language
7089,Warduji,ward1243,wrd,not endangered,Data not available,<ul><li>None</li></ul>,book1242,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,36.6083,71.1475,language,living,individual,True,Data not available,Data not available,AF,book1242,Data not available,Data not available,Data not available
7090,Warungu,waru1264,wrg,extinct,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,Data not available
7091,Wiradjuri,wira1262,wrh,nearly extinct,Critically endangered,<ul><li>Pama–Nyungan</li><ul><li>Wiradhuric</li><ul><li>Wiradjuri</li></ul></ul></ul>,Data not available,"Wirraayaraay (Wiraiari), Jeithi (?), Warramunga, Marrinbula, Binjang, Mowgee, Dabee, Kaliyarrpiyalung, Ngarrumayiny",Data not available,Data not available,Data not available,1479 (2021),30.0,New South Wales,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Wiradjuri_language
7092,Wariyangga,wari1262,wri,extinct,Data not available,<ul><li>None</li></ul>,pama1250,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Australia,-24.353,116.927,language,extinct,individual,False,Data not available,Data not available,AU,wari1270,Data not available,Data not available,Data not available
7093,Garrwa,gara1269,wrk,moribund,Severely endangered,<ul><li>Garrwan</li><ul><li>Garrwa</li></ul></ul>,garr1260,Data not available,2.0,0.0,0.0,150 (2021 census)[1],40.0,"Northern Territory, Australia",Australia,-17.4504,137.72014,language,living,individual,False,Data not available,Data not available,AU,garr1260,Data not available,Data not available,https://en.wikipedia.org/wiki/Garrwa_language
7094,Warlmanpa,warl1255,wrl,moribund,Data not available,<ul><li>Pama–Nyungan</li><ul><li>Ngumpin–Yapa</li><ul><li>Ngarrkic</li><ul><li>Warlmanpa</li></ul></ul></ul></ul>,pama1250,Data not available,0.0,0.0,0.0,30 (2005) to 48 (2006 census)[1],Data not available,"Northern Territory, Australia",Australia,-18.949,133.862,language,living,individual,False,Data not available,Data not available,AU,ngar1289,Data not available,Data not available,https://en.wikipedia.org/wiki/Warlmanpa_language
7095,Warumungu,waru1265,wrm,moribund,Severely endangered,<ul><li>Pama–Nyungan</li><ul><li>Desert Nyungic</li><ul><li>Warumungu</li></ul></ul></ul>,pama1250,Data not available,0.0,0.0,0.0,424 (2021 census)[1],50.0,"Northern Territory, Australia",Australia,-20.6479,134.375,language,living,individual,False,Data not available,Data not available,AU,dese1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Warumungu_language
7096,Warnang,warn1244,wrn,shifting,Severely endangered,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Talodi–Heiban</li><ul><li>Heiban</li><ul><li>East Heiban</li><ul><li>Werni</li></ul></ul></ul></ul></ul></ul>,heib1242,Data not available,0.0,0.0,0.0,"(1,100 cited 1956 census)[1]",1100.0,South Kordofan,Africa,10.594,31.1574,language,living,individual,False,Data not available,Data not available,SD,east2429,Data not available,Data not available,https://en.wikipedia.org/wiki/Werni_language
7097,Worrorra,worr1237,wro,extinct,Critically endangered,<ul><li>None</li></ul>,worr1236,Data not available,2.0,0.0,0.0,Data not available,4.0,Data not available,Australia,-15.612781,124.881218,language,extinct,individual,False,Data not available,Data not available,AU,west2435,Data not available,Data not available,https://en.wikipedia.org/wiki/Worrorra_language
7098,Waropen,waro1242,wrp,shifting,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Central–Eastern Malayo-Polynesian</li><ul><li>Eastern Malayo-Polynesian</li><ul><li>South Halmahera–West New Guinea</li><ul><li>Waropen</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,3.0,0.0,0.0,"(6,000 cited 1987)[1]",Data not available,West Papua,Papunesia,-2.31142,136.633,language,living,individual,False,Data not available,Data not available,ID,sout3229,Data not available,Data not available,https://en.wikipedia.org/wiki/Waropen_language
7099,Wardaman,ward1246,wrr,moribund,Severely endangered,<ul><li>None</li></ul>,yang1287,Data not available,0.0,0.0,0.0,Data not available,24.0,Data not available,Australia,-15.4155,132.604,language,living,individual,False,Data not available,Data not available,AU,yang1287,Data not available,Data not available,https://en.wikipedia.org/wiki/Wardaman_language
7100,Waris,wari1266,wrs,shifting,Data not available,<ul><li>Border</li><ul><li>Bewani Range</li><ul><li>Bapi River</li><ul><li>Waris</li></ul></ul></ul></ul>,bord1247,Data not available,0.0,0.0,0.0,"2,500 (2008)[1]",Data not available,"Sandaun Province, Papua New Guinea; Waris District, Keerom Regency, Papua province, Indonesia",Papunesia,-3.139,140.931,language,living,individual,False,Data not available,Data not available,"ID, PG",nucl1773,Data not available,Data not available,https://en.wikipedia.org/wiki/Waris_language
7101,Waru,waru1266,wru,shifting,Definitely endangered,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Celebic</li><ul><li>Bungku–Tolaki</li><ul><li>Western</li><ul><li>West Coast</li><ul><li>Waru</li></ul></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,2.0,0.0,0.0,(350 cited 1999)[1],300.0,Sulawesi,Papunesia,-3.412,122.058,language,living,individual,False,Data not available,Data not available,ID,west2567,Data not available,Data not available,https://en.wikipedia.org/wiki/Waru_language
7102,Waruna,waru1267,wrv,not endangered,Data not available,<ul><li>Papuan Gulf</li><ul><li>\xa0</li><ul><li>Gogodala–Suki</li><ul><li>Gogodala</li><ul><li>Waruna</li></ul></ul></ul></ul></ul>,suki1244,Data not available,0.0,0.0,0.0,(600 cited 1991)[1],Data not available,"north bank, Fly River",Papunesia,-8.23565,142.47,language,living,individual,False,Data not available,Data not available,PG,ariw1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Waruna_language
7103,Gugu Warra,gugu1256,wrw,extinct,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Gugu_Warra_language
7104,Wae Rana,waer1237,wrx,shifting,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Central–Eastern</li><ul><li>Sumba–Flores</li><ul><li>Ende–Manggarai</li><ul><li>Central Flores</li><ul><li>Wae Rana</li></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,"3,000 (2010)[1]",Data not available,central Flores,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Wae_Rana_language
7105,Merwari,merw1238,wry,not endangered,Data not available,<ul><li>None</li></ul>,indo1319,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,26.771,74.095,language,living,individual,False,Data not available,Data not available,IN,raja1256,Data not available,Data not available,Data not available
7106,Waray (Australia),wara1290,wrz,extinct,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,extinct,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Warray_language
7107,Warembori,ware1253,wsa,shifting,Data not available,<ul><li>Lower Mamberamo</li><ul><li>Warembori</li></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,(600 cited 1998)[1],Data not available,"Warembori village, Mamberamo Hilir District, Mamberamo Raya Regency, Papua",Papunesia,-1.65941,137.566,language,living,individual,False,Data not available,Data not available,ID,lowe1409,Data not available,Data not available,https://en.wikipedia.org/wiki/Warembori_language
7108,Adilabad Gondi,utno1237,wsg,not endangered,Data not available,<ul><li>None</li></ul>,drav1251,Data not available,2.0,0.0,0.0,Data not available,Data not available,Data not available,Eurasia,18.75,80.2,language,living,individual,False,Data not available,Data not available,IN,sout2711,Data not available,Data not available,Data not available
7109,Wusi,wusi1237,wsi,shifting,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Southern Oceanic</li><ul><li>North-Central Vanuatu</li><ul><li>North Vanuatu</li><ul><li>Espiritu Santo</li><ul><li>Wusi</li></ul></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,300 (2001)[1],Data not available,Espiritu Santo,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Wusi_language
7110,Waskia,wask1241,wsk,threatened,Data not available,<ul><li>Trans–New Guinea</li><ul><li>Madang</li><ul><li>Croisilles</li><ul><li>Isumrud</li><ul><li>Kowan</li><ul><li>Waskia</li></ul></ul></ul></ul></ul></ul>,nucl1709,Data not available,0.0,0.0,0.0,"20,000 (2007)[1]",Data not available,Papua New Guinea,Papunesia,-4.57978,145.979,language,living,individual,False,Data not available,Data not available,PG,kowa1247,Data not available,Data not available,https://en.wikipedia.org/wiki/Waskia_language
7111,Owenia,owen1244,wsr,threatened,Data not available,<ul><li>Trans–New Guinea</li><ul><li>Kainantu–Goroka</li><ul><li>Kainantu</li><ul><li>Gauwa</li><ul><li>Oweina</li></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,640 (2000)[1],Data not available,Eastern Highlands Province,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Oweina_language
7112,Wasa,wasa1244,wss,not endangered,Data not available,<ul><li>None</li></ul>,atla1278,Data not available,2.0,0.0,0.0,Data not available,Data not available,Data not available,Africa,5.74109,-2.16028,language,living,individual,False,Data not available,Data not available,GH,akan1251,Data not available,Data not available,Data not available
7113,Wasu,wasu1238,wsu,extinct,Data not available,<ul><li>unclassifiable</li></ul>,unat1236,Data not available,0.0,0.0,0.0,Data not available,Data not available,Alagoas,South America,-9.74999,-36.8333,language,extinct,individual,False,Data not available,Data not available,BR,unat1236,Data not available,Data not available,https://en.wikipedia.org/wiki/Wasu_language
7114,Wotapuri-Katarqalai,wota1240,wsv,extinct,Definitely endangered,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Indo-Aryan</li><ul><li>Dardic</li><ul><li>Kohistani</li><ul><li>Wotapuri-Katarqalai</li></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,Data not available,2000.0,Data not available,Eurasia,34.958246,71.090876,language,extinct,individual,False,Data not available,Data not available,AF,kohi1251,Data not available,Data not available,https://en.wikipedia.org/wiki/Wotapuri-Katarqalai_language
7115,Watiwa,dump1243,wtf,threatened,Data not available,<ul><li>Trans–New Guinea</li><ul><li>Madang</li><ul><li>Rai Coast</li><ul><li>Evapia</li><ul><li>Watiwa</li></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,510 (2003)[1],Data not available,Madang Province,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Watiwa_language
7116,Wathawurrung,wath1238,wth,extinct,Data not available,<ul><li>Pama–Nyungan</li><ul><li>Kulinic</li><ul><li>Kulin</li><ul><li>Wathawurrung</li></ul></ul></ul></ul>,pama1250,Data not available,0.0,0.0,0.0,Data not available,Data not available,Victoria,Australia,-37.68777565,144.1013148,language,extinct,individual,False,Data not available,Data not available,AU,nucl1335,Data not available,Data not available,https://en.wikipedia.org/wiki/Wathawurrung_language
7117,Berta,bert1248,wti,shifting,Data not available,<ul><li>None</li></ul>,Data not available,Data not available,7.0,0.0,0.0,Data not available,Data not available,Data not available,Africa,10.6474,34.7042,language,living,individual,False,Data not available,Data not available,"ET, SD",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Berta_language
7118,Watakataui,wata1251,wtk,shifting,Data not available,<ul><li>Sepik</li><ul><li>Bahinemo</li><ul><li>Watakataui</li></ul></ul></ul>,sepi1257,Data not available,0.0,0.0,0.0,750 (2020)[1],Data not available,East Sepik Province,Papunesia,-4.58965,143.005,language,living,individual,False,Data not available,Data not available,PG,kapr1244,Data not available,Data not available,https://en.wikipedia.org/wiki/Watakataui_language
7119,Mewati,mewa1250,wtm,not endangered,Data not available,<ul><li>Indo-European</li><ul><li>Indo-Iranian</li><ul><li>Indo-Aryan</li><ul><li>Western</li><ul><li>Rajasthani</li><ul><li>Mewati</li></ul></ul></ul></ul></ul></ul>,indo1319,Data not available,0.0,0.0,0.0,"860,000 (2011 census)[1]Census results conflate most speakers with Hindi[2]",Data not available,Mewat region,Eurasia,27.736,76.947,language,living,individual,False,Data not available,Data not available,IN,mewa1254,Data not available,Data not available,https://en.wikipedia.org/wiki/Mewati_language
7120,Wotu,wotu1240,wtw,shifting,Vulnerable,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Celebic</li><ul><li>Wotu–Wolio</li><ul><li>Wotu</li></ul></ul></ul></ul></ul>,aust1307,Data not available,0.0,0.0,0.0,500 (2009)[1],4500.0,Sulawesi,Papunesia,-2.59593,120.9,language,living,individual,False,Data not available,Data not available,ID,wotu1239,Data not available,Data not available,https://en.wikipedia.org/wiki/Wotu_language
7121,Wikngenchera,wikn1246,wua,moribund,Data not available,<ul><li>None</li></ul>,pama1250,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Australia,-13.4957,141.599,language,living,individual,False,Data not available,Data not available,AU,comp1236,Data not available,Data not available,https://en.wikipedia.org/wiki/Kugu_Nganhcara_language
7122,Wunambal,wuna1249,wub,moribund,Critically endangered,<ul><li>None</li></ul>,worr1236,Data not available,2.0,0.0,0.0,Data not available,5.0,Data not available,Australia,-14.8347,125.72,language,living,individual,False,Data not available,Data not available,AU,nort2751,Data not available,Data not available,https://en.wikipedia.org/wiki/Wunambal_language
7123,Wudu,wudu1238,wud,threatened,Data not available,<ul><li>Niger-Congo</li><ul><li>Atlantic-Congo</li><ul><li>Volta-Congo</li><ul><li>Kwa</li><ul><li>Gbe</li><ul><li>Wudu</li></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,2.0,0.0,0.0,"2,500 (2019)[1]",Data not available,"Near Atakpamé, Amou Prefecture, Plateaux Region",Africa,7.57619,1.53522,language,living,individual,False,Data not available,Data not available,TG,fong1244,Data not available,Data not available,https://en.wikipedia.org/wiki/Wudu_language
7124,Wutunhua,wutu1241,wuh,shifting,Data not available,<ul><li>mixed</li><ul><li> </li><ul><li>Lower Yangtze Mandarin</li><ul><li>–</li><ul><li>Amdo</li><ul><li>–</li><ul><li>Bonan</li></ul></ul></ul></ul></ul></ul></ul>,sino1245,Data not available,0.0,0.0,0.0,"4,000 (2016)[1]",Data not available,"Qinghai province, mainly in Tongren County",Eurasia,35.269,101.957,language,living,individual,False,Data not available,Data not available,CN,mand1471,Data not available,Data not available,https://en.wikipedia.org/wiki/Wutun_language
7125,Silimo,sili1249,wul,not endangered,Data not available,<ul><li>Trans–New Guinea</li><ul><li>West Trans–New Guinea</li><ul><li>Irian Highlands</li><ul><li>\xa0?</li><ul><li>Dani languages</li><ul><li>Ngalik</li><ul><li>Silimo</li></ul></ul></ul></ul></ul></ul></ul>,nucl1709,Data not available,1.0,0.0,0.0,"(5,000 cited 1987)[1]",Data not available,Highlands of Irian Jaya,Papunesia,-4.52544,139.003,language,living,individual,False,Data not available,Data not available,ID,ngal1299,Data not available,Data not available,https://en.wikipedia.org/wiki/Silimo_language
7126,Wumbvu,wumb1242,wum,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Bantoid</li><ul><li>Bantu</li><ul><li> (</li><ul><li>Zone B</li><ul><li>)</li><ul><li>Kele</li><ul><li> (b. 20)</li><ul><li>Wumbvu</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"18,000 in Gabon (2000)[1]",Data not available,Data not available,Africa,-2.39234,12.264,language,living,individual,False,Data not available,Data not available,"CG, GA",ndas1240,Data not available,Data not available,https://en.wikipedia.org/wiki/Wumbvu_language
7127,Bungu,bung1265,wun,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Benue–Congo</li><ul><li>Bantoid</li><ul><li>Bantu</li><ul><li>Rukwa</li><ul><li>Mbozi</li><ul><li>Mbeya</li><ul><li>Bungu</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,0.0,0.0,0.0,"30,000 (2009)[1]",Data not available,Data not available,Africa,-8.32587,32.8801,language,living,individual,False,Data not available,Data not available,TZ,mwik1240,Data not available,Data not available,https://en.wikipedia.org/wiki/Bungu_language
7128,Wurrugu,wurr1238,wur,extinct,Data not available,<ul><li>Marrku–Wurrugu</li><ul><li>Wurrugu</li></ul></ul>,marr1257,Data not available,0.0,0.0,0.0,Data not available,Data not available,"Northern Territory, Australia",Australia,-11.364,132.303,language,extinct,individual,False,Data not available,Data not available,AU,marr1257,Data not available,Data not available,https://en.wikipedia.org/wiki/Wurrugu_language
7129,Wutung,wutu1244,wut,shifting,Data not available,<ul><li>Skou</li><ul><li>Western</li><ul><li>Wutung</li></ul></ul></ul>,skoo1245,"Wutung, Sangke (Nyao)",6.0,0.0,0.0,900 (2003)[1],Data not available,Sandaun Province,Papunesia,-2.64636,141.104,language,living,individual,False,Data not available,Data not available,"ID, PG",west2992,Data not available,Data not available,https://en.wikipedia.org/wiki/Wutung_language
7130,Wu Chinese,wuch1236,wuu,not endangered,Data not available,<ul><li>Sino-Tibetan</li><ul><li>Sinitic</li><ul><li>Wu</li></ul></ul></ul>,sino1245,"5-6 major groups. Notable localities include , Shanghainese, , , Suzhounese,  and , Wenzhounese",29.0,0.0,0.0,80 million (2007)[1],Data not available,"Shanghai, Zhejiang, Southeastern Jiangsu, parts of Anhui and Jiangxi provinces",Eurasia,29.8621,119.682,language,living,individual,False,Data not available,Data not available,CN,wuhu1234,Data not available,Data not available,https://en.wikipedia.org/wiki/Wu_Chinese
7131,Wuvulu-Aua,wuvu1239,wuv,not endangered,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Admiralty Islands</li><ul><li>Western Admiralty Islands</li><ul><li>Wuvulu-Aua</li></ul></ul></ul></ul></ul></ul>,aust1307,Data not available,2.0,0.0,0.0,"1,600 (2015)[1]",Data not available,"Wuvulu and Aua Islands, Manus Province",Papunesia,-1.73938,142.851,language,living,individual,False,Data not available,Data not available,PG,west2532,Data not available,Data not available,https://en.wikipedia.org/wiki/Wuvulu-Aua_language
7132,Wulna,wuln1239,wux,extinct,Data not available,<ul><li>Darwin Region</li><ul><li>Limilngan</li><ul><li>Wulna</li></ul></ul></ul>,limi1242,Data not available,0.0,0.0,0.0,Data not available,Data not available,Arnhem Land,Australia,-12.3022,131.261,language,living,individual,False,Data not available,Data not available,AU,limi1242,Data not available,Data not available,https://en.wikipedia.org/wiki/Wulna_language
7133,Wauyai,wauy1237,wuy,shifting,Data not available,<ul><li>None</li></ul>,aust1307,Data not available,0.0,0.0,0.0,Data not available,Data not available,Data not available,Papunesia,-0.2828,130.597,language,living,individual,False,Data not available,Data not available,ID,raja1258,Data not available,Data not available,Data not available
7134,Waama,waam1244,wwa,not endangered,Data not available,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li>Gur</li><ul><li>Northern</li><ul><li>Oti–Volta</li><ul><li>Eastern (Somba)</li><ul><li>Waama</li></ul></ul></ul></ul></ul></ul></ul>,atla1278,Data not available,2.0,0.0,0.0,"50,000 (2000)[1]",Data not available,Data not available,Africa,10.5956,1.65318,language,living,individual,False,Data not available,Data not available,BJ,waam1245,Data not available, Benin,https://en.wikipedia.org/wiki/Waama_language
7135,Wakabunga,waka1282,wwb,extinct,Data not available,<ul><li>(unclassifiable)</li><ul><li>Wakabunga</li></ul></ul>,uncl1493,Data not available,0.0,0.0,0.0,Data not available,Data not available,Queensland,Australia,-20.82138,139.05905,language,extinct,individual,False,Data not available,Data not available,AU,uncl1493,Data not available,Data not available,https://en.wikipedia.org/wiki/Wakabunga_language
7136,Wetamut,weta1242,wwo,shifting,Data not available,<ul><li>Austronesian</li><ul><li>Malayo-Polynesian</li><ul><li>Oceanic</li><ul><li>Southern Oceanic</li><ul><li>North-Central Vanuatu</li><ul><li>North Vanuatu</li><ul><li>Torres-Banks</li><ul><li>Dorig</li></ul></ul></ul></ul></ul></ul></ul></ul>,Data not available,Data not available,Data not available,Data not available,Data not available,300 (2012)[1],Data not available,Gaua,Data not available,Data not available,Data not available,Data not available,living,individual,Data not available,Data not available,Data not available,nan,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Dorig_language
7137,Warrwa,warr1258,wwr,extinct,Data not available,<ul><li>Nyulnyulan</li><ul><li>Eastern</li><ul><li>Nyigina</li><ul><li>?</li><ul><li>Warrwa</li></ul></ul></ul></ul></ul>,nyul1248,Data not available,0.0,0.0,0.0,Data not available,Data not available,"West Kimberley, Derby region of Western Australia",Australia,-17.0965,123.971,language,extinct,individual,False,Data not available,Data not available,AU,nyik1244,Data not available,Data not available,https://en.wikipedia.org/wiki/Warrwa_language
