,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
510,Cypriot Arabic,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic', 'Mesopotamian', 'Qeltu', 'Cypriot Arabic']",,acy,cypr1248,"No L1 speakers in the south (2011)[1]9,800 total speakers (2013 UNSD)[2]",Kormakitis and urban areas in the south,, Cyprus,https://en.wikipedia.org/wiki/Cypriot_Arabic
511,Karachay-Cherkessia,,,,,,,,,https://en.wikipedia.org/wiki/Karachay-Cherkessia
512,Brunei,,,,,,,,,https://en.wikipedia.org/wiki/Brunei
513,Tangut,"['Sino-Tibetan', 'Tibeto-Burman', 'Qiangic', 'Gyalrongic', 'West Gyalrongic', 'Tangut']",,txg,tang1334,,,Western Xia,,https://en.wikipedia.org/wiki/Tangut_language
514,Pentecost_Island,,,,,,,,,https://en.wikipedia.org/wiki/Pentecost_Island
515,Trinidad,,,,,,,,,https://en.wikipedia.org/wiki/Trinidad
516,Samoan,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', '?', 'Eastern Malayo-Polynesian', 'Oceanic', 'Central–Eastern Oceanic', 'Central Pacific', 'East Central Pacific', 'Polynesian', 'Nuclear Polynesian', 'Samoic', '?', 'Samoan–', 'Tokelauan', 'Samoan']",,smo,samo1305,"510,000 (2015)[1]",Asia-Pacific, Samoa American Samoa,,https://en.wikipedia.org/wiki/Samoan_language
517,Democratic_Republic_of_Nepal,,,,,,,,,https://en.wikipedia.org/wiki/Democratic_Republic_of_Nepal
518,Lule Sámi,"['Uralic', 'Sámi', 'Western', 'Lule Sámi']",,smj,lule1254,650 (2015)[1],,Norway,Sweden[2],https://en.wikipedia.org/wiki/Lule_S%C3%A1mi
519,Inuit,,,,,,,,,https://en.wikipedia.org/wiki/Inuit
520,South_Asia,,,,,,,,,https://en.wikipedia.org/wiki/South_Asia
521,Iñupiaq,"['Eskaleut', 'Eskimo', 'Inuit', 'Iñupiaq']",,ipktitle – inclusive codetitleIndividual codes:titleesititle – North Alaskan Iñupiatuntitleesktitle – Northwest Alaska Iñupiatun,inup1234,"1,250 fully fluent speakers (2023)[1]",Alaska; formerly Big Diomede Island,"Alaska,[2] Northwest Territories (as Uummarmiutun dialect)",,https://en.wikipedia.org/wiki/Inupiaq_language
522,Morobe_Province,,,,,,,,,https://en.wikipedia.org/wiki/Morobe_Province
523,Uganda,,,,,,,,,https://en.wikipedia.org/wiki/Uganda
524,Republic_of_Mali,,,,,,,,,https://en.wikipedia.org/wiki/Republic_of_Mali
525,Tofa,"['Turkic', 'Common Turkic', 'Siberian Turkic', 'South Siberian', 'Sayan Turkic', 'Taiga Sayan Turkic', '[2]', 'Tofa']",,kim,kara1462titletofa1248,93 (2010 census)[1],Irkutsk Oblast,,,https://en.wikipedia.org/wiki/Tofa_language
526,Aosta_Valley,,,,,,,,,https://en.wikipedia.org/wiki/Aosta_Valley
527,Grenadian Creole,"['French Creole', 'Antillean Creole', 'Grenadian Creole']",,–,,"2,300 (2004)[1]",, Grenada,,https://en.wikipedia.org/wiki/Grenadian_Creole_French
